,도시이름,날짜,요일한글,방문객한글,방문자수,최대순간풍향/풍속(m/s)(시각),최저기온(시각),최고기온(시각),일강우량,최저습도(시각),최고습도(시각),최저기압(시각),최고기압(시각)
29,전주시 완산구,01-30,토요일,외지인(b),116638,265.1 / W9.7,-5.4,8.8,0.0,60,85,1024.5,1029.1
30,전주시 완산구,01-31,일요일,외지인(b),98137,152.3 / SSE7.2,-1.8,12.7,0.2,37,84,1021.5,1029.7
31,전주시 완산구,02-01,월요일,외지인(b),68618,231.2 / SW8.0,2.8,11.4,2.2,67,94,1014.2,1022.2
32,전주시 완산구,02-02,화요일,외지인(b),70994,273.5 / W9.0,-3.6,2.9,0.1,31,83,1022.2,1028.2
33,전주시 완산구,02-03,수요일,외지인(b),73157,143.8 / SE5.6,-6.4,3.7,0.0,20,88,1022.0,1029.6
34,전주시 완산구,02-04,목요일,외지인(b),74074,318.7 / NW7.6,-2.2,3.1,2.0,31,95,1022.3,1030.2
35,전주시 완산구,02-05,금요일,외지인(b),86916,251.0 / WSW4.4,-4.3,8.9,0.0,27,75,1018.6,1028.0
36,전주시 완산구,02-06,토요일,외지인(b),108696,214.3 / SW4.5,0.0,10.8,0.0,43,87,1015.8,1018.8
37,전주시 완산구,02-07,일요일,외지인(b),90650,234.1 / SW6.9,0.4,10.6,0.0,49,89,1018.0,1025.5
38,전주시 완산구,02-08,월요일,외지인(b),82233,349.7 / N9.8,-3.6,3.1,0.0,26,72,1025.2,1031.0
39,전주시 완산구,02-09,화요일,외지인(b),87959,318.7 / NW5.6,-5.4,6.2,0.0,31,67,1027.0,1031.3
40,전주시 완산구,02-10,수요일,외지인(b),103863,332.8 / NNW5.4,-3.1,8.9,0.0,51,80,1024.2,1028.4
41,전주시 완산구,02-11,목요일,외지인(b),122840,329.9 / NNW3.7,0.0,12.5,0.0,36,87,1022.4,1027.2
42,전주시 완산구,02-12,금요일,외지인(b),137365,284.8 / WNW5.1,2.6,15.6,0.0,19,77,1022.9,1025.6
43,전주시 완산구,02-13,토요일,외지인(b),133371,304.6 / NW4.7,0.8,17.4,0.0,21,70,1021.1,1027.0
44,전주시 완산구,02-14,일요일,외지인(b),97342,290.5 / WNW5.4,5.0,17.0,0.6,37,80,1010.9,1021.4
45,전주시 완산구,02-15,월요일,외지인(b),85922,276.4 / W14.8,-1.4,8.1,0.5,50,95,1010.1,1018.5
46,전주시 완산구,02-16,화요일,외지인(b),82373,256.6 / WSW13.2,-4.6,4.2,1.6,28,96,1012.3,1019.3
47,전주시 완산구,02-17,수요일,외지인(b),78106,290.5 / WNW11.6,-7.2,-3.4,0.9,44,88,1018.6,1022.0
48,전주시 완산구,02-18,목요일,외지인(b),86485,329.9 / NNW9.0,-8.6,0.3,0.0,42,75,1021.8,1024.7
49,전주시 완산구,02-19,금요일,외지인(b),103698,222.8 / SW7.5,-4.2,10.0,0.0,45,82,1014.3,1024.7
50,전주시 완산구,02-20,토요일,외지인(b),129080,239.7 / WSW8.4,5.2,16.2,0.0,45,80,1010.5,1014.3
51,전주시 완산구,02-21,일요일,외지인(b),110100,205.9 / SSW10.6,7.9,22.9,0.0,25,75,1009.8,1013.1
52,전주시 완산구,02-22,월요일,외지인(b),96247,256.6 / WSW9.5,1.6,18.2,0.0,38,74,1010.4,1023.5
53,전주시 완산구,02-23,화요일,외지인(b),94903,332.8 / NNW6.0,-1.8,8.1,0.0,19,62,1023.5,1028.0
54,전주시 완산구,02-24,수요일,외지인(b),95064,245.3 / WSW3.4,-0.9,11.1,0.0,17,57,1022.4,1026.9
55,전주시 완산구,02-25,목요일,외지인(b),94514,253.8 / WSW6.3,1.3,9.2,4.3,46,93,1020.7,1024.6
56,전주시 완산구,02-26,금요일,외지인(b),107954,59.2 / ENE7.8,3.7,16.1,0.0,23,95,1018.5,1024.3
57,전주시 완산구,02-27,토요일,외지인(b),138828,67.7 / ENE7.1,4.6,15.3,0.0,30,62,1024.0,1028.0
58,전주시 완산구,02-28,일요일,외지인(b),134810,335.6 / NNW4.4,2.9,11.4,1.5,35,96,1021.3,1027.8
59,전주시 완산구,03-01,월요일,외지인(b),87738,157.9 / SSE9.4,5.1,17.1,42.5,71,96,1008.1,1021.3
60,전주시 완산구,03-02,화요일,외지인(b),81463,318.7 / NW7.6,1.7,8.1,0.0,46,93,1013.5,1029.8
61,전주시 완산구,03-03,수요일,외지인(b),84375,287.6 / WNW4.5,-0.9,10.7,0.0,34,92,1027.0,1031.6
62,전주시 완산구,03-04,목요일,외지인(b),82446,132.5 / SE4.4,4.1,11.8,7.5,42,95,1020.9,1027.5
63,전주시 완산구,03-05,금요일,외지인(b),95879,327.1 / NNW5.6,4.0,16.8,0.0,40,99,1017.4,1023.2
64,전주시 완산구,03-06,토요일,외지인(b),119609,239.7 / WSW4.8,3.6,12.5,0.0,63,99,1022.9,1028.3
65,전주시 완산구,03-07,일요일,외지인(b),99253,256.6 / WSW4.9,5.3,12.3,0.0,52,90,1025.7,1029.5
66,전주시 완산구,03-08,월요일,외지인(b),87525,248.2 / WSW7.5,4.3,14.1,0.0,33,90,1024.4,1029.0
67,전주시 완산구,03-09,화요일,외지인(b),89908,284.8 / WNW5.9,3.0,13.5,0.0,37,87,1023.4,1028.1
68,전주시 완산구,03-10,수요일,외지인(b),92197,287.6 / WNW5.9,1.0,18.0,0.0,31,80,1025.9,1029.8
69,전주시 완산구,03-11,목요일,외지인(b),93055,253.8 / WSW5.9,3.8,18.5,0.0,28,78,1022.2,1029.2
70,전주시 완산구,03-12,금요일,외지인(b),101392,14.1 / NNE7.5,7.3,11.4,14.0,59,96,1018.1,1022.7
71,전주시 완산구,03-13,토요일,외지인(b),132878,253.8 / WSW6.5,3.2,14.8,0.0,46,98,1019.8,1023.3
72,전주시 완산구,03-14,일요일,외지인(b),107041,315.8 / NW6.6,3.3,14.6,0.0,50,92,1019.0,1022.9
73,전주시 완산구,03-15,월요일,외지인(b),94367,287.6 / WNW6.8,3.9,19.7,0.2,26,91,1013.1,1020.1
74,전주시 완산구,03-16,화요일,외지인(b),94927,327.1 / NNW7.5,4.1,15.6,5.2,24,97,1012.7,1019.0
75,전주시 완산구,03-17,수요일,외지인(b),95697,262.3 / W5.5,1.3,16.9,0.0,30,90,1017.0,1021.1
76,전주시 완산구,03-18,목요일,외지인(b),97398,270.7 / W8.6,4.1,19.8,0.0,36,80,1016.2,1021.4
77,전주시 완산구,03-19,금요일,외지인(b),108462,329.9 / NNW6.5,8.0,20.2,0.0,40,73,1014.8,1020.7
78,전주시 완산구,03-20,토요일,외지인(b),130113,259.4 / W5.8,6.1,11.1,5.1,65,96,1011.1,1016.1
79,전주시 완산구,03-21,일요일,외지인(b),109771,276.4 / W12.8,4.1,9.7,0.0,42,90,1013.9,1021.5
80,전주시 완산구,03-22,월요일,외지인(b),94577,256.6 / WSW10.1,2.3,11.7,0.0,36,79,1021.0,1023.7
81,전주시 완산구,03-23,화요일,외지인(b),96912,211.5 / SSW9.6,2.5,16.7,0.0,26,85,1020.4,1024.3
82,전주시 완산구,03-24,수요일,외지인(b),98389,239.7 / WSW7.5,4.4,18.7,0.0,24,74,1018.0,1022.9
83,전주시 완산구,03-25,목요일,외지인(b),100345,279.2 / W6.2,5.9,20.3,0.0,33,98,1019.6,1023.0
84,전주시 완산구,03-26,금요일,외지인(b),113166,262.3 / W4.4,4.5,22.2,0.0,27,99,1017.1,1023.4
85,전주시 완산구,03-27,토요일,외지인(b),132332,135.4 / SE9.0,10.4,17.0,20.4,35,97,1002.5,1018.8
86,전주시 완산구,03-28,일요일,외지인(b),108819,231.2 / SW11.7,8.8,15.8,0.8,76,97,1002.5,1007.1
87,전주시 완산구,03-29,월요일,외지인(b),99201,265.1 / W7.6,8.8,16.8,0.0,27,92,1007.1,1011.3
88,전주시 완산구,03-30,화요일,외지인(b),99607,318.7 / NW7.8,6.8,20.1,0.0,18,80,1010.6,1014.4
89,전주시 완산구,03-31,수요일,외지인(b),102358,282.0 / WNW5.5,5.0,23.7,0.0,11,78,1011.2,1015.1
90,전주시 완산구,04-01,목요일,외지인(b),70609,101.5 / ESE10.3,8.7,25.1,0.0,16,64,1014.5,1018.0
91,전주시 완산구,04-02,금요일,외지인(b),83934,64.9 / ENE7.1,13.3,26.1,0.0,22,48,1015.4,1019.1
92,전주시 완산구,04-03,토요일,외지인(b),106834,163.6 / SSE10.6,12.0,19.9,10.9,53,97,1008.1,1016.0
93,전주시 완산구,04-04,일요일,외지인(b),88484,14.1 / NNE6.5,9.6,14.1,6.3,69,97,1009.4,1019.6
94,전주시 완산구,04-05,월요일,외지인(b),72317,324.3 / NW7.7,6.5,19.0,0.0,19,95,1018.8,1023.5
95,전주시 완산구,04-06,화요일,외지인(b),71131,259.4 / W8.2,6.1,18.7,0.0,25,77,1018.7,1022.6
96,전주시 완산구,04-07,수요일,외지인(b),71400,251.0 / WSW7.6,5.4,21.3,0.0,27,83,1017.5,1022.5
97,전주시 완산구,04-08,목요일,외지인(b),74284,259.4 / W7.3,7.4,18.1,0.0,21,77,1017.3,1020.7
98,전주시 완산구,04-09,금요일,외지인(b),85677,259.4 / W9.0,4.5,20.2,0.0,25,78,1020.7,1028.2
99,전주시 완산구,04-10,토요일,외지인(b),122367,324.3 / NW6.9,7.8,20.4,0.0,30,74,1028.0,1031.6
100,전주시 완산구,04-11,일요일,외지인(b),97867,220.0 / SW5.6,7.8,23.9,0.0,23,78,1025.1,1031.7
101,전주시 완산구,04-12,월요일,외지인(b),69472,129.7 / SE9.7,12.0,15.7,15.0,23,95,1010.3,1026.9
102,전주시 완산구,04-13,화요일,외지인(b),71299,256.6 / WSW10.8,4.9,15.2,1.3,53,97,1009.5,1019.9
103,전주시 완산구,04-14,수요일,외지인(b),72814,253.8 / WSW9.6,3.1,15.2,0.0,32,84,1018.7,1022.0
104,전주시 완산구,04-15,목요일,외지인(b),75758,234.1 / SW5.5,2.4,20.1,0.0,20,76,1015.2,1021.7
105,전주시 완산구,04-16,금요일,외지인(b),86790,242.5 / WSW7.0,7.6,15.6,0.1,48,91,1015.8,1018.4
106,전주시 완산구,04-17,토요일,외지인(b),124838,242.5 / WSW12.8,6.9,16.5,0.0,24,99,1014.2,1017.8
107,전주시 완산구,04-18,일요일,외지인(b),100205,284.8 / WNW8.1,6.9,15.7,0.0,36,79,1016.0,1019.7
108,전주시 완산구,04-19,월요일,외지인(b),77497,248.2 / WSW7.6,3.8,19.9,0.0,25,84,1016.7,1020.2
109,전주시 완산구,04-20,화요일,외지인(b),78092,265.1 / W5.6,6.1,24.0,0.0,25,79,1018.5,1022.2
110,전주시 완산구,04-21,수요일,외지인(b),78152,245.3 / WSW6.4,10.0,28.6,0.0,22,72,1017.9,1022.6
111,전주시 완산구,04-22,목요일,외지인(b),79342,62.0 / ENE8.7,13.5,28.4,0.0,21,60,1015.4,1021.8
112,전주시 완산구,04-23,금요일,외지인(b),95746,95.9 / E12.0,18.1,28.1,0.0,20,44,1014.7,1018.7
113,전주시 완산구,04-24,토요일,외지인(b),132237,282.0 / WNW7.7,12.7,25.6,0.0,21,56,1017.2,1020.3
114,전주시 완산구,04-25,일요일,외지인(b),105021,256.6 / WSW9.4,11.1,26.4,0.0,33,71,1015.6,1021.2
115,전주시 완산구,04-26,월요일,외지인(b),84046,256.6 / WSW9.5,12.4,23.8,0.0,20,79,1018.5,1022.5
116,전주시 완산구,04-27,화요일,외지인(b),82873,172.0 / S6.1,11.6,22.8,0.0,27,69,1015.3,1021.7
117,전주시 완산구,04-28,수요일,외지인(b),84641,332.8 / NNW5.5,14.2,21.1,0.1,27,90,1013.3,1018.7
118,전주시 완산구,04-29,목요일,외지인(b),87003,222.8 / SW17.8,11.5,21.1,1.2,32,81,1000.8,1013.4
119,전주시 완산구,04-30,금요일,외지인(b),105165,197.4 / SSW12.7,11.0,15.9,0.0,49,81,1000.1,1009.2
120,전주시 완산구,05-01,토요일,외지인(b),135590,287.6 / WNW10.7,9.0,13.6,4.6,59,95,1003.3,1011.5
121,전주시 완산구,05-02,일요일,외지인(b),112833,296.1 / WNW8.1,8.1,17.9,0.4,42,88,1011.3,1021.0
122,전주시 완산구,05-03,월요일,외지인(b),84648,245.3 / WSW8.4,6.4,23.5,0.0,30,90,1015.6,1020.8
123,전주시 완산구,05-04,화요일,외지인(b),87252,180.5 / S13.5,12.7,22.1,7.9,59,95,1002.5,1016.8
124,전주시 완산구,05-05,수요일,외지인(b),112067,287.6 / WNW9.4,9.3,19.2,0.2,23,96,1005.5,1019.5
125,전주시 완산구,05-06,목요일,외지인(b),88344,228.4 / SW6.3,7.2,23.6,0.0,23,67,1012.5,1019.6
126,전주시 완산구,05-07,금요일,외지인(b),101780,265.1 / W12.9,9.9,21.4,0.2,32,91,1006.6,1012.5
127,전주시 완산구,05-08,토요일,외지인(b),145121,236.9 / WSW11.0,7.5,24.3,0.0,29,86,1001.4,1010.3
128,전주시 완산구,05-09,일요일,외지인(b),115259,298.9 / WNW8.8,9.7,22.5,0.0,27,91,1008.0,1012.1
129,전주시 완산구,05-10,월요일,외지인(b),78936,318.7 / NW9.3,11.3,16.6,3.3,50,93,1009.5,1016.6
130,전주시 완산구,05-11,화요일,외지인(b),76850,73.3 / ENE5.2,13.5,21.5,62.7,56,98,1010.4,1013.6
131,전주시 완산구,05-12,수요일,외지인(b),82541,327.1 / NNW6.4,13.0,28.5,0.0,40,74,1007.5,1012.2
132,전주시 완산구,05-13,목요일,외지인(b),83979,251.0 / WSW5.0,15.9,28.7,0.0,44,81,1009.1,1012.6
133,전주시 완산구,05-14,금요일,외지인(b),98431,267.9 / W6.8,16.1,30.8,0.0,42,87,1008.6,1013.1
134,전주시 완산구,05-15,토요일,외지인(b),131201,141.0 / SE6.3,18.4,27.6,5.8,65,96,1003.3,1009.8
135,전주시 완산구,05-16,일요일,외지인(b),98368,231.2 / SW7.9,17.0,23.1,35.4,85,98,998.8,1005.1
136,전주시 완산구,05-17,월요일,외지인(b),82870,245.3 / WSW5.3,14.5,17.2,4.4,84,98,1002.7,1010.7
137,전주시 완산구,05-18,화요일,외지인(b),96779,242.5 / WSW6.2,14.0,23.9,0.2,49,96,1008.7,1012.4
138,전주시 완산구,05-19,수요일,외지인(b),110607,327.1 / NNW7.5,13.6,27.5,0.0,28,94,1008.8,1013.0
139,전주시 완산구,05-20,목요일,외지인(b),86146,239.7 / WSW8.6,15.1,19.8,5.9,62,96,1000.0,1011.5
140,전주시 완산구,05-21,금요일,외지인(b),100142,231.2 / SW10.0,13.8,18.1,1.2,66,95,1001.8,1011.3
141,전주시 완산구,05-22,토요일,외지인(b),141236,321.5 / NW7.0,13.1,25.1,0.0,47,93,1009.0,1012.7
142,전주시 완산구,05-23,일요일,외지인(b),109305,329.9 / NNW4.5,13.2,28.3,0.0,39,90,1008.3,1012.8
143,전주시 완산구,05-24,월요일,외지인(b),85092,245.3 / WSW7.5,14.6,23.8,0.0,44,80,1006.6,1010.9
144,전주시 완산구,05-25,화요일,외지인(b),85505,251.0 / WSW11.1,12.9,21.0,2.0,44,93,1006.1,1011.5
145,전주시 완산구,05-26,수요일,외지인(b),85495,169.2 / S8.8,12.6,24.1,0.0,32,86,1005.1,1011.7
146,전주시 완산구,05-27,목요일,외지인(b),86433,248.2 / WSW8.2,13.3,20.7,0.6,56,93,1000.9,1006.4
147,전주시 완산구,05-28,금요일,외지인(b),98312,211.5 / SSW13.5,12.9,24.7,34.6,46,99,997.8,1005.8
148,전주시 완산구,05-29,토요일,외지인(b),139108,259.4 / W7.8,13.6,24.9,0.0,38,88,1005.0,1009.3
149,전주시 완산구,05-30,일요일,외지인(b),112476,259.4 / W6.0,13.6,29.5,0.0,35,81,1006.0,1010.1
150,전주시 완산구,05-31,월요일,외지인(b),85950,327.1 / NNW9.3,14.4,28.2,12.8,34,94,1008.3,1012.8
151,전주시 완산구,06-01,화요일,외지인(b),73038,318.7 / NW6.5,17.5,28.5,0.0,35,76,1011.5,1015.7
152,전주시 완산구,06-02,수요일,외지인(b),73945,205.9 / SSW5.9,19.0,30.2,0.0,31,73,1010.2,1014.4
153,전주시 완산구,06-03,목요일,외지인(b),72317,324.3 / NW6.3,17.1,21.6,27.0,61,97,999.5,1011.2
154,전주시 완산구,06-04,금요일,외지인(b),92813,293.3 / WNW5.8,14.6,24.0,0.3,33,95,1001.3,1004.5
155,전주시 완산구,06-05,토요일,외지인(b),133077,239.7 / WSW9.0,14.2,26.9,0.0,54,88,1000.8,1004.9
156,전주시 완산구,06-06,일요일,외지인(b),102704,222.8 / SW8.0,18.9,28.8,0.0,39,89,1004.5,1011.7
157,전주시 완산구,06-07,월요일,외지인(b),78428,265.1 / W6.0,18.0,30.3,0.0,30,78,1011.3,1015.0
158,전주시 완산구,06-08,화요일,외지인(b),78001,262.3 / W4.6,18.5,31.4,0.0,31,89,1013.3,1016.1
159,전주시 완산구,06-09,수요일,외지인(b),79667,222.8 / SW9.8,20.2,33.6,0.0,31,83,1012.1,1015.8
160,전주시 완산구,06-10,목요일,외지인(b),79895,152.3 / SSE11.4,21.6,29.6,2.9,44,85,1008.3,1014.1
161,전주시 완산구,06-11,금요일,외지인(b),93716,166.4 / SSE7.5,19.2,28.7,44.0,57,96,1008.0,1012.3
162,전주시 완산구,06-12,토요일,외지인(b),127558,262.3 / W7.5,20.1,30.0,0.0,54,95,1009.1,1012.9
163,전주시 완산구,06-13,일요일,외지인(b),103590,256.6 / WSW5.2,18.5,27.3,0.0,66,97,1005.8,1011.5
164,전주시 완산구,06-14,월요일,외지인(b),81708,256.6 / WSW7.1,19.1,27.7,0.0,71,96,1004.0,1007.8
165,전주시 완산구,06-15,화요일,외지인(b),80822,16.9 / NNE5.3,19.3,23.3,6.1,72,95,1001.5,1005.4
166,전주시 완산구,06-16,수요일,외지인(b),85936,79.0 / E8.5,19.2,28.1,0.0,53,96,1000.8,1006.1
167,전주시 완산구,06-17,목요일,외지인(b),87192,236.9 / WSW5.2,19.2,26.2,2.0,60,93,1004.9,1007.2
168,전주시 완산구,06-18,금요일,외지인(b),102407,239.7 / WSW6.2,19.7,24.4,9.2,73,96,1000.3,1005.0
169,전주시 완산구,06-19,토요일,외지인(b),139440,248.2 / WSW6.2,18.6,28.2,0.0,45,96,999.9,1002.9
170,전주시 완산구,06-20,일요일,외지인(b),113533,273.5 / W8.0,17.2,31.3,0.0,31,95,1000.6,1003.6
171,전주시 완산구,06-21,월요일,외지인(b),88032,256.6 / WSW6.6,19.0,29.7,0.0,40,85,1002.9,1007.0
172,전주시 완산구,06-22,화요일,외지인(b),87248,251.0 / WSW8.7,17.9,29.0,0.0,40,84,1006.7,1009.8
173,전주시 완산구,06-23,수요일,외지인(b),87455,8.5 / N6.5,20.3,26.2,0.0,61,85,1008.7,1011.8
174,전주시 완산구,06-24,목요일,외지인(b),90489,253.8 / WSW6.4,19.8,27.5,0.0,54,89,1009.6,1012.2
175,전주시 완산구,06-25,금요일,외지인(b),106134,248.2 / WSW7.4,18.9,29.9,7.0,50,95,1008.2,1012.3
176,전주시 완산구,06-26,토요일,외지인(b),137165,338.4 / NNW5.3,19.9,28.7,2.3,46,96,1008.0,1011.7
177,전주시 완산구,06-27,일요일,외지인(b),111860,262.3 / W5.4,20.2,30.0,0.0,47,84,1004.2,1009.1
178,전주시 완산구,06-28,월요일,외지인(b),90479,149.5 / SSE12.6,19.2,29.2,43.3,56,98,1003.0,1006.1
179,전주시 완산구,06-29,화요일,외지인(b),90997,214.3 / SW6.0,20.7,28.2,1.2,63,92,1004.4,1007.5
180,전주시 완산구,06-30,수요일,외지인(b),93090,267.9 / W5.3,20.9,30.1,0.0,49,91,1004.8,1008.2
181,전주시 완산구,07-01,목요일,외지인(b),79202,8.5 / N6.9,20.8,31.4,22.4,54,95,1003.8,1007.5
182,전주시 완산구,07-02,금요일,외지인(b),95669,222.8 / SW5.5,21.8,32.0,1.6,51,93,1006.1,1010.0
183,전주시 완산구,07-03,토요일,외지인(b),122280,141.0 / SE7.6,22.1,26.9,22.8,63,95,1000.4,1009.7
184,전주시 완산구,07-04,일요일,외지인(b),102403,222.8 / SW9.4,21.9,26.4,1.5,77,94,999.9,1010.7
185,전주시 완산구,07-05,월요일,외지인(b),79786,104.3 / ESE4.9,20.5,24.9,88.7,72,98,1007.4,1011.4
186,전주시 완산구,07-06,화요일,외지인(b),77784,155.1 / SSE3.4,21.1,25.6,24.8,81,99,1005.6,1008.9
187,전주시 완산구,07-07,수요일,외지인(b),81004,220.0 / SW5.7,23.8,29.4,36.7,74,98,1004.9,1009.5
188,전주시 완산구,07-08,목요일,외지인(b),85446,228.4 / SW8.8,22.6,28.4,33.6,67,98,1003.7,1006.5
189,전주시 완산구,07-09,금요일,외지인(b),101199,253.8 / WSW5.3,23.0,30.3,0.1,60,96,1004.1,1007.3
190,전주시 완산구,07-10,토요일,외지인(b),134362,273.5 / W7.0,23.4,32.2,1.2,55,91,1005.9,1010.5
191,전주시 완산구,07-11,일요일,외지인(b),108385,253.8 / WSW6.7,23.5,31.1,0.7,65,89,1009.1,1011.3
192,전주시 완산구,07-12,월요일,외지인(b),86832,231.2 / SW4.8,25.4,33.7,0.0,57,90,1008.1,1011.2
193,전주시 완산구,07-13,화요일,외지인(b),87262,126.9 / SE8.7,25.4,33.8,0.0,51,83,1008.4,1010.9
194,전주시 완산구,07-14,수요일,외지인(b),86870,138.2 / SE6.2,26.3,32.6,0.0,59,80,1010.7,1013.7
195,전주시 완산구,07-15,목요일,외지인(b),87945,318.7 / NW5.7,25.2,35.0,0.0,50,84,1012.6,1014.8
196,전주시 완산구,07-16,금요일,외지인(b),101780,321.5 / NW7.5,23.1,33.2,0.1,55,88,1011.7,1015.6
197,전주시 완산구,07-17,토요일,외지인(b),130995,84.6 / E7.9,21.6,32.7,0.0,50,91,1009.1,1013.9
198,전주시 완산구,07-18,일요일,외지인(b),111325,248.2 / WSW7.0,22.5,31.8,10.2,56,95,1009.2,1012.2
199,전주시 완산구,07-19,월요일,외지인(b),91420,95.9 / E5.5,23.0,32.0,0.0,51,94,1011.5,1014.0
200,전주시 완산구,07-20,화요일,외지인(b),90958,115.6 / ESE3.7,24.1,31.4,0.0,59,91,1012.4,1014.9
201,전주시 완산구,07-21,수요일,외지인(b),92764,84.6 / E5.8,23.0,35.1,0.0,43,90,1009.5,1013.5
202,전주시 완산구,07-22,목요일,외지인(b),93156,84.6 / E6.6,23.2,34.7,0.0,42,77,1008.5,1012.1
203,전주시 완산구,07-23,금요일,외지인(b),104759,28.2 / NNE5.7,23.7,36.3,0.0,39,85,1006.8,1010.2
204,전주시 완산구,07-24,토요일,외지인(b),125864,84.6 / E5.1,24.9,34.4,0.0,43,81,1005.9,1009.0
205,전주시 완산구,07-25,일요일,외지인(b),105074,62.0 / ENE6.9,24.8,34.7,0.0,40,79,1004.2,1007.5
206,전주시 완산구,07-26,월요일,외지인(b),97549,67.7 / ENE6.6,24.1,34.7,0.0,40,75,1002.1,1005.6
207,전주시 완산구,07-27,화요일,외지인(b),94462,282.0 / WNW5.0,23.4,34.5,0.0,47,82,1000.5,1004.1
208,전주시 완산구,07-28,수요일,외지인(b),94889,115.6 / ESE8.8,24.7,34.4,5.7,49,92,1000.1,1003.9
209,전주시 완산구,07-29,목요일,외지인(b),99421,253.8 / WSW7.6,24.8,34.2,0.0,51,92,1000.1,1003.5
210,전주시 완산구,07-30,금요일,외지인(b),111993,200.2 / SSW5.8,25.2,33.8,0.6,40,94,998.9,1002.0
211,전주시 완산구,07-31,토요일,외지인(b),132699,273.5 / W6.0,25.5,33.9,4.4,50,95,999.3,1001.8
212,전주시 완산구,08-01,일요일,외지인(b),100702,301.7 / WNW8.2,24.4,32.7,43.8,59,97,998.9,1001.8
