,도시이름,날짜,요일한글,방문객한글,방문자수,최대순간풍향/풍속(m/s)(시각),최저기온(시각),최고기온(시각),일강우량,최저습도(시각),최고습도(시각),최저기압(시각),최고기압(시각)
22,임실군,01-23,토요일,외지인(b),17021,78.8 / E6.0,4.0,11.8,0.4,68,100,1015.5,1020.9
23,임실군,01-24,일요일,외지인(b),19824,53.4 / NE4.7,-0.5,12.0,0.0,46,100,1020.8,1029.3
24,임실군,01-25,월요일,외지인(b),13017,157.6 / SSE6.5,-1.3,14.3,0.0,30,100,1022.2,1029.3
25,임실군,01-26,화요일,외지인(b),12334,349.0 / N5.4,1.3,6.9,7.8,84,100,1017.8,1023.2
26,임실군,01-27,수요일,외지인(b),12905,8.3 / N9.0,-1.6,8.2,0.0,23,97,1021.3,1025.2
27,임실군,01-28,목요일,외지인(b),11039,278.6 / W12.5,-6.3,5.7,3.9,35,95,1014.9,1024.8
28,임실군,01-29,금요일,외지인(b),11113,19.7 / NNE8.8,-9.4,-1.9,0.0,49,91,1024.8,1029.3
29,임실군,01-30,토요일,외지인(b),18704,312.3 / NW7.1,-9.3,7.0,0.0,63,99,1025.0,1030.5
30,임실군,01-31,일요일,외지인(b),20489,199.8 / SSW7.4,-6.3,10.9,0.8,47,99,1023.1,1032.0
31,임실군,02-01,월요일,외지인(b),10973,278.6 / W7.4,2.0,10.9,8.8,67,100,1014.4,1023.1
32,임실군,02-02,화요일,외지인(b),12208,349.0 / N11.2,-6.2,2.0,0.1,28,84,1022.1,1028.2
33,임실군,02-03,수요일,외지인(b),11316,278.6 / W7.7,-9.3,3.5,0.1,21,94,1023.5,1030.4
34,임실군,02-04,목요일,외지인(b),11036,22.5 / NNE8.0,-6.3,2.7,3.5,29,99,1022.8,1029.5
35,임실군,02-05,금요일,외지인(b),13867,202.6 / SSW4.7,-9.2,7.6,0.0,27,95,1019.4,1029.2
36,임실군,02-06,토요일,외지인(b),21651,157.6 / SSE4.8,-5.5,9.6,0.0,59,99,1016.3,1020.3
37,임실군,02-07,일요일,외지인(b),22302,337.7 / NNW6.4,-0.2,11.1,0.0,39,100,1019.3,1025.6
38,임실군,02-08,월요일,외지인(b),13055,8.3 / N9.4,-5.2,2.4,0.0,27,78,1025.4,1031.5
39,임실군,02-09,화요일,외지인(b),13829,357.5 / N6.7,-8.2,6.1,0.0,25,88,1026.8,1031.9
40,임실군,02-10,수요일,외지인(b),20031,290.0 / WNW5.8,-7.3,9.1,0.0,43,97,1023.6,1029.5
41,임실군,02-11,목요일,외지인(b),33117,174.5 / S4.4,-3.9,11.8,0.0,28,99,1022.5,1028.4
42,임실군,02-12,금요일,외지인(b),48146,315.2 / NW4.6,-2.0,15.2,0.0,18,95,1022.7,1026.8
43,임실군,02-13,토요일,외지인(b),34087,349.0 / N4.6,-3.6,18.4,0.0,11,93,1020.6,1027.8
44,임실군,02-14,일요일,외지인(b),20829,123.8 / SE4.3,0.7,16.0,0.3,43,94,1010.9,1022.5
45,임실군,02-15,월요일,외지인(b),11746,270.2 / W14.0,-3.2,7.5,1.3,59,99,1010.2,1018.7
46,임실군,02-16,화요일,외지인(b),12450,233.6 / SW9.7,-7.2,4.5,1.2,34,97,1012.2,1019.3
47,임실군,02-17,수요일,외지인(b),8554,309.6 / NW11.4,-7.8,-4.8,3.2,48,89,1018.4,1021.7
48,임실군,02-18,목요일,외지인(b),9961,315.2 / NW9.4,-8.7,-1.3,0.1,50,87,1021.5,1025.5
49,임실군,02-19,금요일,외지인(b),13913,154.8 / SSE4.9,-7.6,9.5,0.0,41,96,1016.0,1025.6
50,임실군,02-20,토요일,외지인(b),23268,267.3 / W7.2,0.1,16.6,0.0,30,100,1010.2,1016.2
51,임실군,02-21,일요일,외지인(b),24864,281.5 / WNW13.5,2.7,21.9,0.0,22,100,1010.2,1015.0
52,임실군,02-22,월요일,외지인(b),14896,19.7 / NNE8.8,0.4,18.3,0.0,45,92,1011.7,1023.5
53,임실군,02-23,화요일,외지인(b),14851,340.6 / NNW5.7,-4.6,7.8,0.0,20,84,1023.2,1027.4
54,임실군,02-24,수요일,외지인(b),14984,222.3 / SW5.2,-3.1,10.7,0.0,15,83,1022.5,1027.2
55,임실군,02-25,목요일,외지인(b),13832,281.5 / WNW5.0,-2.6,6.9,6.7,54,100,1021.1,1025.9
56,임실군,02-26,금요일,외지인(b),17556,84.4 / E11.0,2.1,13.7,0.0,28,100,1018.6,1025.3
57,임실군,02-27,토요일,외지인(b),31476,121.0 / ESE10.5,-1.2,12.1,0.0,36,93,1025.0,1028.8
58,임실군,02-28,일요일,외지인(b),32925,143.5 / SE4.4,0.8,11.6,4.2,45,100,1022.5,1028.4
59,임실군,03-01,월요일,외지인(b),17962,180.0 / S10.5,4.5,14.8,31.4,85,100,1007.9,1022.5
60,임실군,03-02,화요일,외지인(b),10801,25.2 / NNE6.7,-1.9,7.3,0.0,49,100,1013.1,1030.5
61,임실군,03-03,수요일,외지인(b),12471,137.8 / SE5.5,-4.1,10.5,0.0,31,100,1026.7,1033.0
62,임실군,03-04,목요일,외지인(b),11823,354.6 / N3.0,0.0,8.4,10.7,57,100,1021.5,1028.8
63,임실군,03-05,금요일,외지인(b),14837,8.3 / N5.9,2.1,17.9,0.0,29,100,1016.5,1023.4
64,임실군,03-06,토요일,외지인(b),23618,121.0 / ESE6.2,1.7,16.2,0.0,45,100,1022.8,1029.4
65,임실군,03-07,일요일,외지인(b),21844,0.0 / N5.7,4.2,11.3,0.0,52,97,1025.5,1030.3
66,임실군,03-08,월요일,외지인(b),13920,287.1 / WNW6.5,1.9,14.7,0.0,32,96,1023.5,1029.3
67,임실군,03-09,화요일,외지인(b),15187,0.0 / N7.3,1.5,14.1,0.0,26,95,1022.5,1028.3
68,임실군,03-10,수요일,외지인(b),15694,146.3 / SSE5.0,-1.8,18.1,0.0,20,95,1025.1,1030.6
69,임실군,03-11,목요일,외지인(b),15586,180.0 / S7.2,0.1,17.4,0.0,20,97,1022.0,1030.6
70,임실군,03-12,금요일,외지인(b),14893,8.3 / N8.2,3.7,10.0,17.6,62,100,1018.0,1022.9
71,임실군,03-13,토요일,외지인(b),30062,290.0 / WNW7.3,1.2,14.4,0.0,43,100,1019.3,1024.1
72,임실군,03-14,일요일,외지인(b),28175,19.7 / NNE7.6,0.1,13.4,0.0,48,100,1019.0,1023.7
73,임실군,03-15,월요일,외지인(b),15862,222.3 / SW6.8,0.4,17.3,0.6,35,100,1013.4,1021.4
74,임실군,03-16,화요일,외지인(b),15617,278.6 / W7.6,1.1,15.9,4.1,20,100,1012.8,1019.5
75,임실군,03-17,수요일,외지인(b),16226,349.0 / N4.1,-1.5,18.9,0.0,13,98,1015.7,1021.7
76,임실군,03-18,목요일,외지인(b),16307,292.7 / WNW5.7,0.5,20.0,0.0,26,100,1015.5,1022.2
77,임실군,03-19,금요일,외지인(b),19215,171.6 / S5.8,6.8,19.1,0.0,34,86,1014.8,1021.2
78,임실군,03-20,토요일,외지인(b),22061,295.5 / WNW6.1,5.5,12.4,4.2,59,100,1010.8,1016.4
79,임실군,03-21,일요일,외지인(b),25928,334.8 / NNW10.7,2.8,9.3,0.0,42,100,1013.9,1021.8
80,임실군,03-22,월요일,외지인(b),15302,278.6 / W12.9,0.4,10.3,0.0,30,93,1020.7,1024.9
81,임실군,03-23,화요일,외지인(b),16692,270.2 / W9.1,-2.2,16.3,0.0,28,98,1020.2,1025.7
82,임실군,03-24,수요일,외지인(b),16321,143.5 / SE6.9,-0.7,15.8,0.0,27,96,1018.8,1024.5
83,임실군,03-25,목요일,외지인(b),18613,290.0 / WNW5.9,0.1,20.3,0.0,22,99,1019.0,1023.6
84,임실군,03-26,금요일,외지인(b),21305,222.3 / SW6.4,0.1,22.7,0.0,13,98,1016.8,1024.3
85,임실군,03-27,토요일,외지인(b),26754,135.1 / SE8.9,3.2,15.7,35.0,48,100,1003.7,1020.1
86,임실군,03-28,일요일,외지인(b),25445,290.0 / WNW9.5,7.3,14.5,1.9,77,100,1002.9,1008.2
87,임실군,03-29,월요일,외지인(b),16755,25.2 / NNE6.7,5.8,16.8,0.0,28,98,1007.6,1012.1
88,임실군,03-30,화요일,외지인(b),18911,354.6 / N7.1,3.9,20.1,0.0,18,90,1009.9,1015.2
89,임실군,03-31,수요일,외지인(b),18886,304.0 / NW5.1,0.9,23.7,0.0,12,96,1010.6,1016.7
90,임실군,04-01,목요일,외지인(b),16391,67.5 / ENE10.1,3.7,19.3,0.0,23,93,1015.8,1018.7
91,임실군,04-02,금요일,외지인(b),19037,146.3 / SSE7.7,12.9,23.1,0.0,29,62,1015.7,1019.1
92,임실군,04-03,토요일,외지인(b),24304,112.5 / ESE7.6,14.4,17.4,13.2,62,100,1008.7,1016.8
93,임실군,04-04,일요일,외지인(b),23636,287.1 / WNW5.8,7.1,15.5,5.9,82,100,1008.9,1020.0
94,임실군,04-05,월요일,외지인(b),17339,270.2 / W6.7,3.9,17.8,0.0,21,100,1018.6,1023.7
95,임실군,04-06,화요일,외지인(b),17014,16.8 / NNE8.1,2.0,18.4,0.0,22,99,1018.3,1023.3
96,임실군,04-07,수요일,외지인(b),15845,267.3 / W7.5,1.5,21.3,0.0,18,98,1016.7,1023.5
97,임실군,04-08,목요일,외지인(b),16034,323.7 / NW9.0,3.6,17.7,0.0,14,91,1016.7,1021.5
98,임실군,04-09,금요일,외지인(b),19110,129.3 / SE5.5,0.3,18.9,0.0,26,96,1021.4,1029.2
99,임실군,04-10,토요일,외지인(b),35102,278.6 / W6.3,2.7,18.9,0.0,29,96,1027.4,1032.4
100,임실군,04-11,일요일,외지인(b),35137,92.9 / E7.0,2.8,21.2,0.0,21,98,1025.6,1032.9
101,임실군,04-12,월요일,외지인(b),12033,154.8 / SSE7.1,9.7,14.0,22.0,30,99,1011.1,1027.9
102,임실군,04-13,화요일,외지인(b),14123,295.5 / WNW10.6,3.7,14.3,1.4,57,100,1009.8,1020.0
103,임실군,04-14,수요일,외지인(b),15918,8.3 / N10.8,1.3,14.5,0.0,29,87,1018.5,1022.7
104,임실군,04-15,목요일,외지인(b),16128,157.6 / SSE5.3,-1.4,17.9,0.0,17,95,1015.4,1022.8
105,임실군,04-16,금요일,외지인(b),17822,146.3 / SSE5.5,2.7,15.6,0.7,56,96,1015.5,1019.3
106,임실군,04-17,토요일,외지인(b),31066,292.7 / WNW14.2,4.5,15.1,0.0,23,100,1013.8,1018.3
107,임실군,04-18,일요일,외지인(b),31350,281.5 / WNW9.1,2.5,14.7,0.0,35,94,1015.7,1020.8
108,임실군,04-19,월요일,외지인(b),15810,290.0 / WNW8.9,-0.8,19.3,0.0,23,100,1016.0,1021.2
109,임실군,04-20,화요일,외지인(b),16363,290.0 / WNW6.6,1.4,24.2,0.0,18,98,1017.6,1023.1
110,임실군,04-21,수요일,외지인(b),16139,233.6 / SW6.2,7.6,26.6,0.0,20,90,1018.4,1023.6
111,임실군,04-22,목요일,외지인(b),16237,143.5 / SE13.6,12.8,24.9,0.0,21,72,1016.1,1021.9
112,임실군,04-23,금요일,외지인(b),18246,123.8 / SE11.4,15.2,23.4,0.0,22,59,1015.3,1019.6
113,임실군,04-24,토요일,외지인(b),33611,267.3 / W6.9,8.4,25.1,0.0,22,71,1016.6,1020.9
114,임실군,04-25,일요일,외지인(b),32466,287.1 / WNW7.4,6.5,23.8,0.0,33,93,1015.5,1021.6
115,임실군,04-26,월요일,외지인(b),15684,219.5 / SW6.2,9.2,21.3,0.0,24,91,1018.6,1023.0
116,임실군,04-27,화요일,외지인(b),15796,154.8 / SSE5.9,7.6,19.9,0.0,32,93,1015.9,1022.2
117,임실군,04-28,수요일,외지인(b),15243,2.7 / N7.2,11.0,20.9,0.0,28,89,1014.2,1019.1
118,임실군,04-29,목요일,외지인(b),16195,228.0 / SW17.8,10.3,20.3,0.0,27,81,1002.7,1014.3
119,임실군,04-30,금요일,외지인(b),19961,281.5 / WNW12.4,10.2,16.6,0.1,37,84,1002.5,1009.6
120,임실군,05-01,토요일,외지인(b),29593,270.2 / W10.3,7.8,11.1,8.7,68,100,1003.5,1011.8
121,임실군,05-02,일요일,외지인(b),32484,264.6 / W6.5,5.7,16.8,0.2,42,98,1011.5,1021.9
122,임실군,05-03,월요일,외지인(b),16548,270.2 / W5.8,3.9,22.3,0.0,26,100,1015.3,1022.3
123,임실군,05-04,화요일,외지인(b),16587,157.6 / SSE13.0,10.7,19.1,10.8,70,100,1004.1,1018.0
124,임실군,05-05,수요일,외지인(b),33222,281.5 / WNW13.0,4.2,18.3,0.8,22,100,1004.8,1021.2
125,임실군,05-06,목요일,외지인(b),17339,202.6 / SSW5.8,1.5,21.9,0.0,23,99,1014.0,1021.2
126,임실군,05-07,금요일,외지인(b),20388,270.2 / W10.0,5.1,19.3,0.0,34,93,1006.0,1014.0
127,임실군,05-08,토요일,외지인(b),40446,211.1 / SSW10.9,2.3,22.8,0.0,31,100,1001.6,1011.6
128,임실군,05-09,일요일,외지인(b),36628,357.5 / N9.7,5.9,21.7,0.0,24,100,1007.8,1013.3
129,임실군,05-10,월요일,외지인(b),14753,337.7 / NNW8.8,8.8,16.9,1.1,48,96,1010.6,1015.9
130,임실군,05-11,화요일,외지인(b),13293,109.6 / ESE7.0,11.8,20.4,0.0,41,97,1011.0,1014.4
131,임실군,05-12,수요일,외지인(b),15946,67.5 / ENE6.7,9.6,26.9,0.0,30,86,1008.1,1013.0
132,임실군,05-13,목요일,외지인(b),16590,2.7 / N5.3,11.4,28.3,0.0,46,99,1008.7,1013.2
133,임실군,05-14,금요일,외지인(b),19198,168.8 / S6.1,13.2,28.8,0.0,35,98,1009.2,1014.0
134,임실군,05-15,토요일,외지인(b),25526,168.8 / S6.1,17.8,22.8,2.2,72,99,1004.4,1010.5
135,임실군,05-16,일요일,외지인(b),20577,199.8 / SSW6.3,19.1,21.7,32.2,93,100,999.6,1005.8
136,임실군,05-17,월요일,외지인(b),13496,295.5 / WNW5.2,13.7,19.1,3.5,87,100,1002.4,1010.8
137,임실군,05-18,화요일,외지인(b),18949,267.3 / W6.2,13.1,23.1,0.0,52,100,1008.4,1012.7
138,임실군,05-19,수요일,외지인(b),33733,0.0 / N5.4,12.1,26.8,0.0,36,100,1008.9,1013.7
139,임실군,05-20,목요일,외지인(b),14196,278.6 / W6.7,14.1,18.3,9.5,74,100,1000.4,1012.5
140,임실군,05-21,금요일,외지인(b),16814,287.1 / WNW9.0,12.9,18.2,2.9,65,98,1002.5,1011.7
141,임실군,05-22,토요일,외지인(b),33383,0.0 / N6.5,12.8,24.3,0.0,49,98,1008.5,1013.1
142,임실군,05-23,일요일,외지인(b),32438,152.0 / SSE4.2,10.4,27.4,0.0,32,100,1008.2,1013.7
143,임실군,05-24,월요일,외지인(b),15999,281.5 / WNW7.4,11.1,23.2,0.1,41,95,1006.5,1011.5
144,임실군,05-25,화요일,외지인(b),15827,295.5 / WNW11.9,8.5,20.0,1.7,40,97,1006.5,1012.4
145,임실군,05-26,수요일,외지인(b),16181,182.8 / S8.9,9.5,22.4,0.0,33,99,1006.2,1012.9
146,임실군,05-27,목요일,외지인(b),15197,222.3 / SW7.0,9.9,20.0,0.5,59,100,1001.8,1007.7
147,임실군,05-28,금요일,외지인(b),17273,312.3 / NW13.5,8.3,23.3,12.5,52,100,997.6,1007.3
148,임실군,05-29,토요일,외지인(b),31969,256.1 / WSW8.1,10.7,23.6,0.0,37,100,1005.1,1010.2
149,임실군,05-30,일요일,외지인(b),31451,67.5 / ENE7.2,10.1,27.4,0.0,31,100,1006.3,1010.9
150,임실군,05-31,월요일,외지인(b),14949,357.5 / N5.6,13.7,27.4,2.8,42,96,1009.4,1013.6
151,임실군,06-01,화요일,외지인(b),15264,337.7 / NNW5.6,13.1,27.9,0.0,34,99,1012.8,1016.1
152,임실군,06-02,수요일,외지인(b),14371,143.5 / SE6.1,14.9,27.1,0.0,34,96,1010.7,1015.7
153,임실군,06-03,목요일,외지인(b),12555,315.2 / NW6.0,14.9,18.9,25.6,78,100,999.7,1012.0
154,임실군,06-04,금요일,외지인(b),17857,256.1 / WSW6.7,12.1,23.5,0.9,37,100,1001.4,1005.5
155,임실군,06-05,토요일,외지인(b),33026,233.6 / SW6.6,10.3,26.1,0.0,53,99,1000.9,1005.6
156,임실군,06-06,일요일,외지인(b),31206,292.7 / WNW6.9,14.5,27.3,0.0,43,100,1005.5,1012.9
157,임실군,06-07,월요일,외지인(b),15260,146.3 / SSE4.5,12.5,28.9,0.0,35,98,1012.2,1015.9
158,임실군,06-08,화요일,외지인(b),15201,47.7 / NE4.3,15.1,31.1,0.0,27,100,1013.5,1016.7
159,임실군,06-09,수요일,외지인(b),14291,146.3 / SSE5.6,16.7,31.0,0.0,36,99,1012.6,1016.7
160,임실군,06-10,목요일,외지인(b),15204,191.3 / SSW12.1,16.9,26.6,0.8,47,96,1009.7,1015.2
161,임실군,06-11,금요일,외지인(b),15960,199.8 / SSW10.6,18.5,27.6,28.8,56,100,1008.4,1012.8
162,임실군,06-12,토요일,외지인(b),28242,270.2 / W6.2,18.9,29.6,0.0,55,100,1008.9,1013.0
163,임실군,06-13,일요일,외지인(b),28203,292.7 / WNW4.6,19.9,28.0,0.0,64,96,1005.6,1011.3
164,임실군,06-14,월요일,외지인(b),14459,199.8 / SSW5.1,19.1,28.0,0.0,65,100,1003.9,1007.9
165,임실군,06-15,화요일,외지인(b),14378,177.3 / S5.0,18.1,21.4,17.2,74,100,1001.8,1005.8
166,임실군,06-16,수요일,외지인(b),15141,168.8 / S7.2,17.0,24.5,1.0,60,100,1001.2,1006.8
167,임실군,06-17,목요일,외지인(b),15971,278.6 / W4.3,16.5,24.4,5.3,62,100,1005.1,1007.7
168,임실군,06-18,금요일,외지인(b),17266,290.0 / WNW3.9,18.1,22.1,4.7,83,100,1000.3,1005.5
169,임실군,06-19,토요일,외지인(b),31696,281.5 / WNW5.7,16.3,27.2,0.0,40,100,999.7,1003.6
170,임실군,06-20,일요일,외지인(b),30258,236.3 / WSW6.4,15.0,29.5,0.0,33,100,1000.9,1004.7
171,임실군,06-21,월요일,외지인(b),17206,19.7 / NNE6.8,14.0,28.7,0.0,38,99,1003.7,1007.9
172,임실군,06-22,화요일,외지인(b),16783,199.8 / SSW7.4,14.6,27.5,0.4,50,100,1006.9,1010.8
173,임실군,06-23,수요일,외지인(b),16258,290.0 / WNW6.8,17.7,26.1,0.0,55,97,1008.8,1012.5
174,임실군,06-24,목요일,외지인(b),17126,258.8 / W4.7,16.9,26.4,0.0,53,100,1009.5,1012.9
175,임실군,06-25,금요일,외지인(b),20801,199.8 / SSW5.3,16.6,28.8,8.0,47,100,1008.3,1012.7
176,임실군,06-26,토요일,외지인(b),31245,87.1 / E3.5,19.1,26.6,1.9,57,100,1008.5,1012.2
177,임실군,06-27,일요일,외지인(b),31147,157.6 / SSE4.0,16.7,28.6,6.9,50,100,1004.6,1010.2
178,임실군,06-28,월요일,외지인(b),16468,290.0 / WNW5.9,19.9,26.5,10.6,66,100,1003.3,1006.8
179,임실군,06-29,화요일,외지인(b),17203,278.6 / W7.9,18.6,27.1,1.2,62,100,1004.5,1008.4
180,임실군,06-30,수요일,외지인(b),16615,137.8 / SE4.2,19.1,28.7,0.0,55,100,1005.3,1008.6
181,임실군,07-01,목요일,외지인(b),15362,146.3 / SSE3.8,18.6,29.8,0.0,54,100,1004.1,1008.3
182,임실군,07-02,금요일,외지인(b),17920,191.3 / SSW5.1,19.3,30.4,0.0,51,100,1006.5,1010.5
183,임실군,07-03,토요일,외지인(b),24416,121.0 / ESE12.8,20.8,24.4,28.5,71,100,1002.0,1010.2
184,임실군,07-04,일요일,외지인(b),23282,228.0 / SW13.4,19.8,24.8,7.4,75,100,1000.7,1011.3
185,임실군,07-05,월요일,외지인(b),13685,233.6 / SW5.6,19.4,21.8,26.9,83,100,1008.0,1012.3
186,임실군,07-06,화요일,외지인(b),11841,222.3 / SW4.5,21.0,23.4,30.0,88,100,1006.1,1009.9
187,임실군,07-07,수요일,외지인(b),11036,157.6 / SSE5.3,22.4,26.6,62.8,85,100,1005.3,1009.7
188,임실군,07-08,목요일,외지인(b),12775,267.3 / W5.8,22.0,26.2,4.7,78,100,1004.6,1006.8
189,임실군,07-09,금요일,외지인(b),17315,304.0 / NW5.3,21.9,29.2,2.0,62,100,1004.0,1007.9
190,임실군,07-10,토요일,외지인(b),25998,222.3 / SW7.0,20.7,30.4,4.3,61,100,1005.6,1011.4
191,임실군,07-11,일요일,외지인(b),25347,270.2 / W7.3,20.7,29.9,0.0,67,100,1009.3,1012.1
192,임실군,07-12,월요일,외지인(b),14480,191.3 / SSW4.5,22.5,31.5,0.0,64,100,1008.5,1012.0
193,임실군,07-13,화요일,외지인(b),15974,135.1 / SE6.6,22.1,31.8,0.0,59,100,1009.1,1012.1
194,임실군,07-14,수요일,외지인(b),17014,233.6 / SW5.9,22.8,30.6,0.0,64,97,1011.6,1014.7
195,임실군,07-15,목요일,외지인(b),16618,168.8 / S5.8,21.0,32.6,0.0,50,100,1012.8,1015.7
196,임실군,07-16,금요일,외지인(b),18809,73.1 / ENE7.5,20.3,31.8,37.9,57,100,1012.6,1016.4
197,임실군,07-17,토요일,외지인(b),27661,233.6 / SW9.3,19.5,29.9,0.0,59,100,1009.6,1014.8
198,임실군,07-18,일요일,외지인(b),27097,199.8 / SSW9.3,19.9,30.7,16.9,56,100,1009.4,1012.9
199,임실군,07-19,월요일,외지인(b),16174,115.4 / ESE5.0,21.2,30.0,0.0,55,100,1012.1,1014.6
200,임실군,07-20,화요일,외지인(b),16951,101.3 / ESE3.0,22.1,28.7,0.2,63,100,1012.9,1015.5
201,임실군,07-21,수요일,외지인(b),16489,123.8 / SE4.6,20.2,32.3,0.0,50,100,1010.1,1014.5
202,임실군,07-22,목요일,외지인(b),17339,143.5 / SE7.6,18.6,31.6,0.0,51,100,1009.2,1013.0
203,임실군,07-23,금요일,외지인(b),19306,154.8 / SSE6.7,20.4,32.4,0.0,44,100,1007.6,1011.0
204,임실군,07-24,토요일,외지인(b),29453,56.2 / NE6.4,21.9,31.7,0.0,49,98,1006.7,1009.8
205,임실군,07-25,일요일,외지인(b),28098,90.0 / E9.1,21.4,31.7,0.0,50,98,1004.8,1008.1
206,임실군,07-26,월요일,외지인(b),17934,177.3 / S6.3,21.1,31.9,0.0,46,93,1002.8,1006.6
207,임실군,07-27,화요일,외지인(b),18554,247.6 / WSW5.6,19.3,32.7,0.0,49,100,1001.0,1005.2
208,임실군,07-28,수요일,외지인(b),19033,315.2 / NW5.7,21.5,33.5,0.0,50,100,1000.4,1004.6
209,임실군,07-29,목요일,외지인(b),20255,267.3 / W6.5,22.4,32.5,0.0,54,99,1000.4,1004.2
210,임실군,07-30,금요일,외지인(b),24637,213.8 / SW6.3,21.5,32.5,0.0,48,100,999.5,1003.0
211,임실군,07-31,토요일,외지인(b),35518,258.8 / W4.9,23.7,33.6,1.6,52,100,999.4,1002.3
212,임실군,08-01,일요일,외지인(b),33740,258.8 / W7.8,22.8,31.7,2.6,60,100,999.1,1002.6
213,임실군,08-02,월요일,외지인(b),22981,281.5 / WNW5.1,23.2,28.2,20.1,77,100,1001.5,1006.6
214,임실군,08-03,화요일,외지인(b),24700,168.8 / S5.3,23.1,30.7,11.6,63,100,1005.2,1010.4
215,임실군,08-04,수요일,외지인(b),22925,123.8 / SE4.6,22.3,32.5,0.0,58,100,1006.7,1011.2
216,임실군,08-05,목요일,외지인(b),21994,30.8 / NNE6.6,23.0,32.9,0.0,56,100,1003.8,1009.4
217,임실군,08-06,금요일,외지인(b),23944,278.6 / W9.8,21.6,32.9,0.0,51,100,1001.1,1005.9
218,임실군,08-07,토요일,외지인(b),30506,33.7 / NNE5.1,20.7,33.0,0.0,52,100,1001.4,1004.4
219,임실군,08-08,일요일,외지인(b),28340,157.6 / SSE9.2,22.1,29.6,13.5,66,100,1000.8,1003.9
220,임실군,08-09,월요일,외지인(b),17430,290.0 / WNW6.4,20.1,30.9,0.0,55,100,1001.8,1006.1
221,임실군,08-10,화요일,외지인(b),18239,152.0 / SSE9.0,20.7,30.6,76.6,60,100,1005.8,1011.2
222,임실군,08-11,수요일,외지인(b),18260,222.3 / SW4.2,19.3,30.8,0.0,48,100,1008.2,1012.0
223,임실군,08-12,목요일,외지인(b),18830,222.3 / SW4.9,20.8,30.2,0.0,56,100,1007.6,1011.2
224,임실군,08-13,금요일,외지인(b),22155,5.5 / N5.2,20.2,29.4,0.0,54,100,1003.7,1008.8
225,임실군,08-14,토요일,외지인(b),33359,36.5 / NE4.8,20.5,27.2,7.8,63,100,1005.4,1011.3
226,임실군,08-15,일요일,외지인(b),37653,143.5 / SE4.1,19.6,29.8,0.0,54,100,1011.0,1015.4
227,임실군,08-16,월요일,외지인(b),28252,78.8 / E7.2,20.0,28.8,0.0,52,98,1011.6,1015.6
