,도시이름,날짜,요일한글,방문객한글,방문자수,최대순간풍향/풍속(m/s)(시각),최저기온(시각),최고기온(시각),일강우량,최저습도(시각),최고습도(시각),최저기압(시각),최고기압(시각)
96,군산시,04월 07일,수요일,외지인(b),42735,303.8 / NW7.2,5.1,17.5,0,33,94,1018.7,1023
97,군산시,04월 08일,목요일,외지인(b),44160,295.3 / WNW8.0,6.7,16.4,0,35,95,1018,1022.2
98,군산시,04월 09일,금요일,외지인(b),53263,315.0 / NW7.0,3.3,18.6,0,28,86,1021.2,1028.7
99,군산시,04월 10일,토요일,외지인(b),85540,312.2 / NW7.3,6.6,18.4,0,34,84,1028.6,1032.7
100,군산시,04월 11일,일요일,외지인(b),79174,281.3 / WNW8.1,6.8,22.2,0,30,94,1026.3,1032.6
101,군산시,04월 12일,월요일,외지인(b),39242,225.0 / SW8.6,11.2,14.6,22.6,31,99,1010.9,1027.7
102,군산시,04월 13일,화요일,외지인(b),40180,295.3 / WNW11.5,5.6,13.5,1.4,62,99,1010.9,1020.5
103,군산시,04월 14일,수요일,외지인(b),43568,298.1 / WNW9.5,3.7,12.9,0,41,86,1019.6,1022.6
104,군산시,04월 15일,목요일,외지인(b),46739,295.3 / WNW6.2,2.7,16.6,0,32,92,1016.4,1022.4
105,군산시,04월 16일,금요일,외지인(b),53883,261.6 / W8.4,7.8,15.1,0.1,62,99,1016.3,1019.1
106,군산시,04월 17일,토요일,외지인(b),78498,295.3 / WNW12.3,6,15.8,0,28,99,1015.6,1018.7
107,군산시,04월 18일,일요일,외지인(b),72482,292.5 / WNW10.5,6.9,14,0,44,87,1017.4,1020.1
108,군산시,04월 19일,월요일,외지인(b),48661,292.5 / WNW6.9,3.8,17.5,0,38,93,1017.9,1020.6
109,군산시,04월 20일,화요일,외지인(b),50365,298.1 / WNW7.0,5.4,20.4,0,34,99,1020.1,1023
110,군산시,04월 21일,수요일,외지인(b),50887,267.2 / W6.1,9.6,27,0,27,80,1019.9,1023.4
111,군산시,04월 22일,목요일,외지인(b),50715,154.7 / SSE9.6,13.5,27.5,0,19,64,1016.2,1022.6
112,군산시,04월 23일,금요일,외지인(b),58758,42.2 / NE8.5,16.9,24.9,0,27,55,1015.7,1019.6
113,군산시,04월 24일,토요일,외지인(b),88662,303.8 / NW9.0,13.5,23.7,0,26,68,1018.4,1021.3
114,군산시,04월 25일,일요일,외지인(b),82135,298.1 / WNW7.7,9.9,24.4,0,36,91,1017.7,1022
115,군산시,04월 26일,월요일,외지인(b),53060,292.5 / WNW7.6,10,22.6,0,28,96,1019.9,1023.4
116,군산시,04월 27일,화요일,외지인(b),50358,230.6 / SW6.3,10.4,19.6,0,39,84,1016.8,1022.5
117,군산시,04월 28일,수요일,외지인(b),51184,222.2 / SW7.1,12.1,18.3,0,64,96,1014,1019.3
118,군산시,04월 29일,목요일,외지인(b),52546,151.9 / SSE14.8,11.1,17.3,1.6,55,88,1000.6,1014.1
119,군산시,04월 30일,금요일,외지인(b),61674,205.3 / SSW15.8,9.1,14.4,0,60,90,999.7,1010
120,군산시,05월 01일,토요일,외지인(b),82681,281.3 / WNW12.2,9,12.8,1,57,92,1004.4,1012.1
121,군산시,05월 02일,일요일,외지인(b),77679,298.1 / WNW8.4,8.6,15.9,0,49,87,1012.1,1021.5
122,군산시,05월 03일,월요일,외지인(b),48300,298.1 / WNW7.0,6.8,19.6,0,46,96,1016.7,1021.6
123,군산시,05월 04일,화요일,외지인(b),48433,129.4 / SE10.0,10.5,23.1,12.2,57,99,1003.5,1017.9
124,군산시,05월 05일,수요일,외지인(b),75404,298.1 / WNW11.0,9.4,17.5,0,39,99,1006.2,1020
125,군산시,05월 06일,목요일,외지인(b),52157,241.9 / WSW7.6,5.6,22.4,0,23,90,1012.8,1020
126,군산시,05월 07일,금요일,외지인(b),58170,182.8 / S11.0,12.3,19.8,0.1,35,86,1007.2,1012.8
127,군산시,05월 08일,토요일,외지인(b),94714,216.6 / SW12.8,8.2,22.9,0,27,86,1002.1,1010.7
128,군산시,05월 09일,일요일,외지인(b),91343,300.9 / WNW7.0,8.7,20.2,0,30,96,1008.6,1013.3
129,군산시,05월 10일,월요일,외지인(b),44153,334.7 / NNW9.9,10.6,14,5.6,51,92,1009.7,1018.4
130,군산시,05월 11일,화요일,외지인(b),44849,42.2 / NE7.1,12.8,18.9,38.8,53,99,1011.1,1014.1
131,군산시,05월 12일,수요일,외지인(b),48349,28.1 / NNE7.1,14.5,27.5,0,36,83,1008.9,1013.2
132,군산시,05월 13일,목요일,외지인(b),50022,292.5 / WNW7.0,14.2,25.6,0,51,91,1010.5,1013.3
133,군산시,05월 14일,금요일,외지인(b),59150,320.6 / NW7.6,14.1,29.1,0,47,94,1010.1,1013.8
134,군산시,05월 15일,토요일,외지인(b),80959,236.3 / WSW6.9,18.1,26.4,2.9,68,99,1004.1,1010.2
135,군산시,05월 16일,일요일,외지인(b),64470,222.2 / SW8.0,15.2,22,29.7,93,99,999.8,1005.3
136,군산시,05월 17일,월요일,외지인(b),47940,303.8 / NW6.5,14,17.6,3.3,77,99,1003.7,1011.4
137,군산시,05월 18일,화요일,외지인(b),56963,298.1 / WNW6.0,13.8,22.5,0,61,99,1010.2,1013.2
138,군산시,05월 19일,수요일,외지인(b),80822,244.7 / WSW5.8,12.6,24.9,0,37,99,1010.1,1013.7
139,군산시,05월 20일,목요일,외지인(b),49287,258.8 / W7.1,14.8,19.6,6.4,51,99,1000.9,1012.2
140,군산시,05월 21일,금요일,외지인(b),59525,317.8 / NW8.9,14,18.4,0,71,99,1002.4,1012.1
141,군산시,05월 22일,토요일,외지인(b),94924,303.8 / NW6.6,12.1,22.1,0,55,99,1010.7,1013.3
142,군산시,05월 23일,일요일,외지인(b),84172,312.2 / NW5.3,12.4,26.4,0,46,99,1009.4,1013.5
143,군산시,05월 24일,월요일,외지인(b),52553,298.1 / WNW7.6,14.1,23.1,0,40,92,1007.7,1011.2
144,군산시,05월 25일,화요일,외지인(b),51335,306.6 / NW10.4,12.9,19.4,1.5,50,97,1006.8,1012
145,군산시,05월 26일,수요일,외지인(b),52266,185.6 / S8.1,12.7,24.7,0,28,95,1005.4,1012
146,군산시,05월 27일,목요일,외지인(b),50838,298.1 / WNW8.5,13.7,18.1,1.9,60,99,1001.6,1006.8
147,군산시,05월 28일,금요일,외지인(b),56364,292.5 / WNW15.5,12.3,23.1,12.9,61,99,999,1006.3
148,군산시,05월 29일,토요일,외지인(b),92239,253.1 / WSW6.7,12.8,23.1,0,41,99,1005.6,1009.8
149,군산시,05월 30일,일요일,외지인(b),86608,329.1 / NNW7.4,13.6,28.2,1.9,39,99,1007.2,1010.8
150,군산시,05월 31일,월요일,외지인(b),52217,329.1 / NNW7.4,14.4,26.6,18.8,32,99,1009.1,1013.4
151,군산시,06월 01일,화요일,외지인(b),43355,303.8 / NW5.9,15.1,27,0,33,92,1012.2,1016.6
152,군산시,06월 02일,수요일,외지인(b),43292,289.7 / WNW6.3,18,30.4,0,32,80,1011.2,1014.9
153,군산시,06월 03일,목요일,외지인(b),41087,306.6 / NW6.5,17.1,20.8,17.5,65,99,1000.8,1011.6
154,군산시,06월 04일,금요일,외지인(b),51681,250.3 / WSW6.5,14,23,0.2,44,99,1002.2,1004.8
155,군산시,06월 05일,토요일,외지인(b),81249,239.1 / WSW9.9,15,24.4,0,66,90,1001.6,1005.3
156,군산시,06월 06일,일요일,외지인(b),76052,241.9 / WSW9.1,18.3,26.4,0.9,43,94,1004.8,1012.1
157,군산시,06월 07일,월요일,외지인(b),46337,146.3 / SSE5.4,16.5,29.1,0,23,87,1011.7,1015.8
158,군산시,06월 08일,화요일,외지인(b),45805,320.6 / NW6.1,17.8,28.1,0,55,99,1014.3,1016.7
159,군산시,06월 09일,수요일,외지인(b),45980,244.7 / WSW6.6,19.2,31.6,0,44,99,1013.2,1016.6
160,군산시,06월 10일,목요일,외지인(b),45812,143.4 / SE9.0,20.5,29.9,28,43,99,1008.8,1014.7
161,군산시,06월 11일,금요일,외지인(b),52644,137.8 / SE11.4,19.9,26.4,19.6,70,99,1008.3,1013
162,군산시,06월 12일,토요일,외지인(b),83909,292.5 / WNW6.5,19.3,28.7,0,55,99,1009.9,1013.7
163,군산시,06월 13일,일요일,외지인(b),75597,300.9 / WNW6.3,17.4,23.9,0,78,99,1007.4,1012.3
164,군산시,06월 14일,월요일,외지인(b),47114,292.5 / WNW7.3,17.3,25.2,0,76,99,1005.1,1008.7
165,군산시,06월 15일,화요일,외지인(b),46662,64.7 / ENE7.2,19.5,22.3,7.8,81,99,1002.2,1006.2
166,군산시,06월 16일,수요일,외지인(b),51237,16.9 / NNE8.4,21.3,27.3,0,54,82,1001.7,1006.8
167,군산시,06월 17일,목요일,외지인(b),50880,47.8 / NE5.4,19.3,25,1.2,66,99,1005.7,1007.6
168,군산시,06월 18일,금요일,외지인(b),57033,239.1 / WSW5.9,19.3,22.7,4.3,85,99,1001.2,1005.7
169,군산시,06월 19일,토요일,외지인(b),92267,303.8 / NW6.5,17.6,25,0,69,99,1001.2,1003.5
170,군산시,06월 20일,일요일,외지인(b),80826,244.7 / WSW9.0,17.8,30.2,0,36,99,1001.6,1004.1
171,군산시,06월 21일,월요일,외지인(b),53554,298.1 / WNW7.1,18.6,26.8,0,52,99,1003.4,1007.5
172,군산시,06월 22일,화요일,외지인(b),53393,298.1 / WNW7.7,17.9,27,0.2,52,99,1007.3,1010.5
173,군산시,06월 23일,수요일,외지인(b),51149,261.6 / W7.8,18.9,25.5,0.3,68,99,1009.3,1012.6
174,군산시,06월 24일,목요일,외지인(b),53253,315.0 / NW6.5,19.6,25.4,0,68,99,1010.9,1012.8
175,군산시,06월 25일,금요일,외지인(b),63263,295.3 / WNW7.6,18.5,28.8,0.1,52,99,1009.5,1012.9
176,군산시,06월 26일,토요일,외지인(b),93065,351.6 / N5.4,20.1,28.1,2.1,54,99,1009.1,1012.1
177,군산시,06월 27일,일요일,외지인(b),83762,289.7 / WNW6.9,19.8,29.4,0,51,99,1005.4,1009.8
178,군산시,06월 28일,월요일,외지인(b),53841,106.9 / ESE8.2,20.4,29,16.6,61,99,1003.9,1006.7
179,군산시,06월 29일,화요일,외지인(b),53687,317.8 / NW7.2,20.3,27.2,0,69,99,1005.3,1008
180,군산시,06월 30일,수요일,외지인(b),53991,289.7 / WNW6.8,20.6,28.7,0,55,99,1006.2,1008.8
181,군산시,07월 01일,목요일,외지인(b),48185,292.5 / WNW6.3,21.2,31.3,0,52,99,1005,1008.2
182,군산시,07월 02일,금요일,외지인(b),57432,295.3 / WNW7.5,22.3,31.6,0,51,99,1007,1010.6
183,군산시,07월 03일,토요일,외지인(b),72856,143.4 / SE8.6,21.8,27.3,40.7,63,99,1000.6,1010.3
184,군산시,07월 04일,일요일,외지인(b),63266,210.9 / SSW12.8,21,24.5,5.1,89,99,1000.4,1011.3
185,군산시,07월 05일,월요일,외지인(b),43873,177.2 / S5.6,20.3,24,47.9,80,99,1008,1012.2
186,군산시,07월 06일,화요일,외지인(b),42084,140.6 / SE4.6,20.7,24.4,24,89,99,1006.1,1009.4
187,군산시,07월 07일,수요일,외지인(b),40891,118.1 / ESE6.9,23,27.6,6.2,86,99,1004.5,1010
188,군산시,07월 08일,목요일,외지인(b),43484,295.3 / WNW7.9,22.4,26.7,67.7,84,99,1004.9,1007.3
189,군산시,07월 09일,금요일,외지인(b),52234,286.9 / WNW5.7,22.6,28.9,0.4,63,99,1004.9,1007.9
190,군산시,07월 10일,토요일,외지인(b),76353,292.5 / WNW8.2,23.8,30.7,0.2,64,99,1006.9,1010.9
191,군산시,07월 11일,일요일,외지인(b),69678,300.9 / WNW7.4,24,29.8,0,74,99,1009.5,1012
192,군산시,07월 12일,월요일,외지인(b),46855,284.1 / WNW6.0,24.6,32.5,0,62,99,1008.9,1012
193,군산시,07월 13일,화요일,외지인(b),47233,199.7 / SSW7.9,24.6,33.2,0,57,95,1009.2,1011.3
194,군산시,07월 14일,수요일,외지인(b),48454,160.3 / SSE6.6,26,32.5,0,63,94,1011.2,1014.2
195,군산시,07월 15일,목요일,외지인(b),50218,281.3 / WNW7.3,24.3,32.1,0,57,96,1013.6,1015.5
196,군산시,07월 16일,금요일,외지인(b),58940,306.6 / NW7.0,23.7,31.7,2.3,63,99,1012.7,1016.3
197,군산시,07월 17일,토요일,외지인(b),80525,300.9 / WNW8.7,22.4,30.6,10,60,99,1010.4,1014.4
198,군산시,07월 18일,일요일,외지인(b),72569,177.2 / S8.2,22.2,31.2,2.2,58,99,1009.8,1012.7
199,군산시,07월 19일,월요일,외지인(b),52805,171.6 / S10.0,22.8,32.3,49,55,99,1012.2,1014.7
200,군산시,07월 20일,화요일,외지인(b),53669,329.1 / NNW4.4,23,31.8,0,56,99,1013,1015.7
201,군산시,07월 21일,수요일,외지인(b),55503,19.7 / NNE5.6,24.5,34.4,0,45,99,1010.3,1014.3
202,군산시,07월 22일,목요일,외지인(b),56312,47.8 / NE5.8,24.8,34.2,0,46,81,1009.2,1012.6
203,군산시,07월 23일,금요일,외지인(b),63595,22.5 / NNE4.8,24.5,33.7,0,47,88,1007.7,1010.9
204,군산시,07월 24일,토요일,외지인(b),84732,323.4 / NW4.6,24.8,34.2,0,52,95,1006.7,1009.6
205,군산시,07월 25일,일요일,외지인(b),77844,354.4 / N4.6,24.4,33.9,0,47,94,1004.9,1007.9
206,군산시,07월 26일,월요일,외지인(b),59749,92.8 / E4.7,23.3,30.2,0,61,94,1003.1,1006.2
207,군산시,07월 27일,화요일,외지인(b),58692,292.5 / WNW5.4,23.8,32.9,0,51,99,1001.6,1004.6
208,군산시,07월 28일,수요일,외지인(b),61044,292.5 / WNW6.3,24.4,32.4,0,59,99,1001.2,1004.5
209,군산시,07월 29일,목요일,외지인(b),64355,300.9 / WNW7.2,24.7,32.8,0,55,94,1001.4,1004
210,군산시,07월 30일,금요일,외지인(b),73430,191.3 / SSW7.5,24.5,34,1.4,50,99,999.6,1002.5
211,군산시,07월 31일,토요일,외지인(b),97860,306.6 / NW6.7,25.2,32,0,59,99,1000.3,1002.5
212,군산시,08월 01일,일요일,외지인(b),80045,241.9 / WSW6.3,24.4,28.7,34.7,80,99,999.6,1002.4
213,군산시,08월 02일,월요일,외지인(b),67155,312.2 / NW6.2,23.5,27.8,10,83,99,1001.4,1006.6
214,군산시,08월 03일,화요일,외지인(b),66143,168.8 / S7.4,22.7,31.6,0,60,99,1005.6,1010.2
215,군산시,08월 04일,수요일,외지인(b),62069,289.7 / WNW5.7,24,32.5,0,57,99,1007.5,1011.1
216,군산시,08월 05일,목요일,외지인(b),62115,315.0 / NW6.9,24,33.8,0,54,99,1004.5,1009.3
217,군산시,08월 06일,금요일,외지인(b),67690,329.1 / NNW8.2,24.3,32.8,0,61,99,1002.1,1005.9
218,군산시,08월 07일,토요일,외지인(b),83664,298.1 / WNW6.7,23.2,31,0,59,89,1002.2,1004.6
219,군산시,08월 08일,일요일,외지인(b),73707,42.2 / NE7.2,23.9,30,0,71,91,1001.4,1004.3
220,군산시,08월 09일,월요일,외지인(b),55570,298.1 / WNW7.0,23.3,31.3,0,55,90,1002,1006.3
221,군산시,08월 10일,화요일,외지인(b),55486,284.1 / WNW6.9,24.1,30.7,0,57,99,1005.9,1010.7
222,군산시,08월 11일,수요일,외지인(b),56123,286.9 / WNW6.7,22.3,32.5,0,46,99,1008.4,1011.7
223,군산시,08월 12일,목요일,외지인(b),57782,292.5 / WNW5.6,22.7,32.4,0.4,49,97,1007.9,1011.6
224,군산시,08월 13일,금요일,외지인(b),67529,73.1 / ENE6.9,22.3,30.9,0.1,59,99,1004.2,1008.5
225,군산시,08월 14일,토요일,외지인(b),97349,92.8 / E6.5,23,29.4,0.5,54,99,1005.4,1011.1
226,군산시,08월 15일,일요일,외지인(b),103950,278.4 / W6.4,22.6,31.7,0,45,89,1010.8,1015.2
