,도시이름,날짜,요일한글,방문객한글,방문자수,최대순간풍향/풍속(m/s)(시각),최저기온(시각),최고기온(시각),일강우량,최저습도(시각),최고습도(시각),최저기압(시각),최고기압(시각)
84,익산시,03-26,금요일,외지인(b),72720,241.9 / WSW4.3,4.3,22.9,0.0,20,97,,
85,익산시,03-27,토요일,외지인(b),75520,126.6 / SE7.3,6.1,16.5,24.7,49,97,,
86,익산시,03-28,일요일,외지인(b),68299,225.0 / SW8.2,7.6,15.1,0.7,85,97,,
87,익산시,03-29,월요일,외지인(b),68016,227.8 / SW6.9,6.7,16.7,0.0,29,97,,
88,익산시,03-30,화요일,외지인(b),69979,326.3 / NNW8.1,4.2,19.6,0.0,17,97,,
89,익산시,03-31,수요일,외지인(b),71148,320.6 / NW4.5,1.5,23.6,0.0,8,97,,
90,익산시,04-01,목요일,외지인(b),43544,30.9 / NNE9.1,4.0,23.9,0.0,22,95,,
91,익산시,04-02,금요일,외지인(b),53256,28.1 / NNE7.0,13.9,24.0,0.0,27,67,,
92,익산시,04-03,토요일,외지인(b),62160,129.4 / SE8.2,11.7,19.6,14.5,58,97,,
93,익산시,04-04,일요일,외지인(b),55794,326.3 / NNW8.0,9.1,14.3,3.6,69,97,,
94,익산시,04-05,월요일,외지인(b),45329,303.8 / NW7.0,5.0,18.1,0.0,22,97,,
95,익산시,04-06,화요일,외지인(b),44867,247.5 / WSW7.5,3.3,18.5,0.0,25,97,,
96,익산시,04-07,수요일,외지인(b),46190,272.8 / W6.6,3.3,21.6,0.0,24,97,,
97,익산시,04-08,목요일,외지인(b),46967,230.6 / SW7.0,3.7,18.1,0.0,14,97,,
98,익산시,04-09,금요일,외지인(b),55006,258.8 / W6.3,1.4,20.3,0.0,21,97,,
99,익산시,04-10,토요일,외지인(b),71421,329.1 / NNW5.4,5.3,19.6,0.0,25,97,,
100,익산시,04-11,일요일,외지인(b),60865,255.9 / WSW4.5,4.4,23.9,0.0,21,97,,
101,익산시,04-12,월요일,외지인(b),42203,126.6 / SE7.8,10.8,15.0,22.4,39,97,,
102,익산시,04-13,화요일,외지인(b),44146,202.5 / SSW8.3,4.8,14.9,1.1,51,97,,
103,익산시,04-14,수요일,외지인(b),47009,210.9 / SSW7.3,0.4,15.0,0.0,32,97,,
104,익산시,04-15,목요일,외지인(b),48006,348.8 / N6.1,-0.2,19.3,0.0,20,97,,
105,익산시,04-16,금요일,외지인(b),52315,213.8 / SW6.4,5.2,15.8,0.8,56,97,,
106,익산시,04-17,토요일,외지인(b),67701,272.8 / W10.2,5.8,16.5,0.0,24,97,,
107,익산시,04-18,일요일,외지인(b),58135,239.1 / WSW7.1,4.0,15.7,0.0,36,97,,
108,익산시,04-19,월요일,외지인(b),47677,250.3 / WSW7.1,2.4,20.6,0.0,31,97,,
109,익산시,04-20,화요일,외지인(b),48916,216.6 / SW6.7,3.6,24.7,0.0,21,97,,
110,익산시,04-21,수요일,외지인(b),50995,227.8 / SW5.6,6.9,28.4,0.0,21,90,,
111,익산시,04-22,목요일,외지인(b),51279,33.8 / NE8.3,12.7,29.1,0.0,18,75,,
112,익산시,04-23,금요일,외지인(b),58370,45.0 / NE8.9,15.7,27.8,0.0,19,62,,
113,익산시,04-24,토요일,외지인(b),72363,317.8 / NW7.1,11.4,25.7,0.0,22,77,,
114,익산시,04-25,일요일,외지인(b),65184,267.2 / W6.9,7.9,25.7,0.0,31,97,,
115,익산시,04-26,월요일,외지인(b),52168,300.9 / WNW6.4,8.8,24.2,0.0,21,97,,
116,익산시,04-27,화요일,외지인(b),52392,219.4 / SW5.1,9.2,22.6,0.0,29,91,,
117,익산시,04-28,수요일,외지인(b),51772,306.6 / NW4.4,11.5,21.2,0.2,28,97,,
118,익산시,04-29,목요일,외지인(b),54814,177.2 / S12.7,10.6,20.3,3.2,39,92,,
119,익산시,04-30,금요일,외지인(b),62990,194.1 / SSW11.4,9.9,15.4,0.0,52,91,,
120,익산시,05-01,토요일,외지인(b),68845,250.3 / WSW8.3,9.3,13.7,1.9,55,97,,
121,익산시,05-02,일요일,외지인(b),61117,272.8 / W6.7,6.2,18.3,0.5,39,97,,
122,익산시,05-03,월요일,외지인(b),48374,255.9 / WSW6.4,4.3,23.0,0.0,25,97,,
123,익산시,05-04,화요일,외지인(b),51947,143.4 / SE9.9,10.7,23.5,9.3,56,97,,
124,익산시,05-05,수요일,외지인(b),60102,300.9 / WNW7.5,6.4,19.9,0.0,22,97,,
125,익산시,05-06,목요일,외지인(b),52479,202.5 / SSW5.8,4.1,23.9,0.0,20,93,,
126,익산시,05-07,금요일,외지인(b),62367,216.6 / SW9.1,6.8,21.8,0.6,35,94,,
127,익산시,05-08,토요일,외지인(b),92631,227.8 / SW9.8,5.3,24.2,0.0,30,96,,
128,익산시,05-09,일요일,외지인(b),78316,202.5 / SSW6.5,6.2,22.1,0.0,27,97,,
129,익산시,05-10,월요일,외지인(b),48367,309.4 / NW9.3,8.9,15.2,3.5,54,97,,
130,익산시,05-11,화요일,외지인(b),47772,16.9 / NNE5.3,13.6,20.3,36.2,64,97,,
131,익산시,05-12,수요일,외지인(b),50890,312.2 / NW7.2,12.6,27.2,0.0,38,97,,
132,익산시,05-13,목요일,외지인(b),52437,261.6 / W5.5,12.8,28.8,0.0,41,97,,
133,익산시,05-14,금요일,외지인(b),59220,247.5 / WSW6.1,14.0,31.3,0.0,41,97,,
134,익산시,05-15,토요일,외지인(b),68362,137.8 / SE6.2,18.9,28.2,3.4,64,97,,
135,익산시,05-16,일요일,외지인(b),54551,225.0 / SW7.7,15.9,22.9,29.2,90,97,,
136,익산시,05-17,월요일,외지인(b),49956,230.6 / SW4.9,14.2,16.9,4.1,87,97,,
137,익산시,05-18,화요일,외지인(b),57596,270.0 / W5.2,14.4,23.8,0.0,50,97,,
138,익산시,05-19,수요일,외지인(b),61093,315.0 / NW6.1,11.6,27.5,0.0,26,97,,
139,익산시,05-20,목요일,외지인(b),53340,64.7 / ENE7.4,15.3,19.7,6.3,58,97,,
140,익산시,05-21,금요일,외지인(b),59115,250.3 / WSW8.0,14.3,19.3,0.1,62,97,,
141,익산시,05-22,토요일,외지인(b),75037,92.8 / E7.5,12.1,25.9,0.0,48,97,,
142,익산시,05-23,일요일,외지인(b),64810,317.8 / NW5.1,11.2,28.1,0.0,42,97,,
143,익산시,05-24,월요일,외지인(b),54793,270.0 / W6.2,13.5,24.6,0.0,39,97,,
144,익산시,05-25,화요일,외지인(b),54327,323.4 / NW8.6,10.9,21.0,1.0,44,97,,
145,익산시,05-26,수요일,외지인(b),55139,151.9 / SSE7.0,11.5,25.9,0.0,25,97,,
146,익산시,05-27,목요일,외지인(b),55808,261.6 / W6.7,10.7,20.2,2.7,62,97,,
147,익산시,05-28,금요일,외지인(b),60207,168.8 / S9.0,10.1,23.3,27.5,54,97,,
148,익산시,05-29,토요일,외지인(b),75842,222.2 / SW7.7,10.8,24.5,0.0,36,97,,
149,익산시,05-30,일요일,외지인(b),67911,306.6 / NW8.9,10.9,29.8,0.3,30,97,,
150,익산시,05-31,월요일,외지인(b),56123,348.8 / N7.9,14.8,28.8,18.7,31,97,,
151,익산시,06-01,화요일,외지인(b),41458,320.6 / NW6.7,13.8,28.7,0.0,33,97,,
152,익산시,06-02,수요일,외지인(b),43621,137.8 / SE5.7,16.6,31.8,0.0,29,95,,
153,익산시,06-03,목요일,외지인(b),42242,331.9 / NNW6.2,16.6,21.1,22.9,69,97,,
154,익산시,06-04,금요일,외지인(b),53344,317.8 / NW6.9,12.5,23.9,0.1,36,97,,
155,익산시,06-05,토요일,외지인(b),67484,216.6 / SW7.4,12.0,26.7,0.0,58,97,,
156,익산시,06-06,일요일,외지인(b),58303,264.4 / W7.1,16.0,28.8,0.0,41,97,,
157,익산시,06-07,월요일,외지인(b),45959,182.8 / S3.6,14.2,31.2,0.0,22,97,,
158,익산시,06-08,화요일,외지인(b),47849,300.9 / WNW3.9,16.5,32.1,0.0,32,97,,
159,익산시,06-09,수요일,외지인(b),49032,202.5 / SSW5.5,18.7,34.4,0.0,29,97,,
160,익산시,06-10,목요일,외지인(b),51366,143.4 / SE8.7,20.5,31.5,7.5,41,97,,
161,익산시,06-11,금요일,외지인(b),56084,109.7 / ESE6.1,19.5,28.2,35.5,59,97,,
162,익산시,06-12,토요일,외지인(b),69692,177.2 / S6.1,18.9,31.9,0.0,50,97,,
163,익산시,06-13,일요일,외지인(b),61877,180.0 / S5.4,18.4,28.5,0.0,64,97,,
164,익산시,06-14,월요일,외지인(b),52157,286.9 / WNW5.0,18.5,27.9,0.0,67,97,,
165,익산시,06-15,화요일,외지인(b),52455,129.4 / SE6.3,19.9,23.1,4.7,76,97,,
166,익산시,06-16,수요일,외지인(b),54488,53.4 / NE9.5,19.7,28.0,0.0,50,93,,
167,익산시,06-17,목요일,외지인(b),55682,298.1 / WNW4.9,19.1,26.3,1.3,59,97,,
168,익산시,06-18,금요일,외지인(b),59038,244.7 / WSW5.0,19.6,24.0,4.3,81,97,,
169,익산시,06-19,토요일,외지인(b),74456,239.1 / WSW5.3,16.8,29.6,0.0,43,97,,
170,익산시,06-20,일요일,외지인(b),64134,241.9 / WSW7.2,16.6,31.8,0.0,28,97,,
171,익산시,06-21,월요일,외지인(b),52525,326.3 / NNW6.4,18.6,30.2,0.0,43,97,,
172,익산시,06-22,화요일,외지인(b),53844,194.1 / SSW5.7,17.0,29.1,0.0,47,97,,
173,익산시,06-23,수요일,외지인(b),52238,202.5 / SSW6.8,19.2,27.5,0.0,60,97,,
174,익산시,06-24,목요일,외지인(b),54719,326.3 / NNW4.5,18.6,27.9,0.0,53,97,,
175,익산시,06-25,금요일,외지인(b),61898,247.5 / WSW5.9,17.7,31.2,16.0,45,97,,
176,익산시,06-26,토요일,외지인(b),75289,343.1 / NNW5.1,20.1,29.3,6.1,42,97,,
177,익산시,06-27,일요일,외지인(b),66630,253.1 / WSW4.9,18.7,30.8,0.0,43,97,,
178,익산시,06-28,월요일,외지인(b),54026,146.3 / SSE8.7,20.5,30.2,1.5,55,97,,
179,익산시,06-29,화요일,외지인(b),54670,312.2 / NW6.2,19.8,28.9,0.0,60,97,,
180,익산시,06-30,수요일,외지인(b),54723,292.5 / WNW4.1,20.1,31.4,0.0,45,97,,
181,익산시,07-01,목요일,외지인(b),43785,33.8 / NE6.0,20.1,31.7,0.0,51,97,,
182,익산시,07-02,금요일,외지인(b),50684,199.7 / SSW7.6,21.7,32.2,0.0,49,97,,
183,익산시,07-03,토요일,외지인(b),63840,87.2 / E7.5,22.1,27.6,29.4,61,97,,
184,익산시,07-04,일요일,외지인(b),54142,216.6 / SW8.2,21.9,25.7,2.1,84,97,,
185,익산시,07-05,월요일,외지인(b),44482,135.0 / SE5.8,20.6,25.2,103.7,77,97,,
186,익산시,07-06,화요일,외지인(b),43603,337.5 / NNW5.2,20.9,25.5,18.7,96,97,,
187,익산시,07-07,수요일,외지인(b),44671,123.8 / SE6.1,23.6,29.3,13.7,81,97,,
188,익산시,07-08,목요일,외지인(b),46022,303.8 / NW6.3,22.4,29.1,47.0,71,97,,
189,익산시,07-09,금요일,외지인(b),53316,241.9 / WSW5.4,23.2,30.7,0.3,59,97,,
190,익산시,07-10,토요일,외지인(b),66150,258.8 / W6.8,22.7,33.1,0.0,54,97,,
191,익산시,07-11,일요일,외지인(b),58702,222.2 / SW5.5,22.5,32.0,0.0,61,97,,
192,익산시,07-12,월요일,외지인(b),46981,222.2 / SW4.1,25.0,34.1,0.0,57,97,,
193,익산시,07-13,화요일,외지인(b),48451,151.9 / SSE6.5,23.6,35.6,0.0,48,97,,
194,익산시,07-14,수요일,외지인(b),51688,137.8 / SE6.4,24.8,33.6,0.0,58,97,,
195,익산시,07-15,목요일,외지인(b),50740,253.1 / WSW4.6,23.8,35.4,0.0,45,97,,
196,익산시,07-16,금요일,외지인(b),57740,151.9 / SSE9.6,22.8,33.6,4.4,56,97,,
197,익산시,07-17,토요일,외지인(b),67795,112.5 / ESE8.4,21.6,34.2,43.7,47,97,,
198,익산시,07-18,일요일,외지인(b),60834,137.8 / SE7.8,21.6,31.9,3.0,58,97,,
199,익산시,07-19,월요일,외지인(b),51713,87.2 / E7.3,22.9,34.3,3.4,45,97,,
200,익산시,07-20,화요일,외지인(b),52346,19.7 / NNE3.7,23.3,32.1,0.0,59,97,,
201,익산시,07-21,수요일,외지인(b),54047,28.1 / NNE6.2,22.3,35.1,0.0,44,97,,
202,익산시,07-22,목요일,외지인(b),54999,87.2 / E5.2,21.4,36.5,0.0,39,97,,
203,익산시,07-23,금요일,외지인(b),59787,120.9 / ESE5.6,22.3,35.7,0.0,41,97,,
204,익산시,07-24,토요일,외지인(b),69482,56.3 / ENE5.1,23.3,36.3,0.0,41,97,,
205,익산시,07-25,일요일,외지인(b),61572,56.3 / ENE6.1,23.1,36.2,0.0,39,97,,
206,익산시,07-26,월요일,외지인(b),56000,118.1 / ESE4.9,22.1,36.7,0.0,35,92,,
207,익산시,07-27,화요일,외지인(b),56396,309.4 / NW4.5,22.3,36.1,0.0,42,97,,
208,익산시,07-28,수요일,외지인(b),57638,205.3 / SSW5.3,23.4,34.6,0.0,51,97,,
209,익산시,07-29,목요일,외지인(b),59070,267.2 / W6.0,24.3,34.8,0.0,49,97,,
210,익산시,07-30,금요일,외지인(b),65989,185.6 / S5.3,24.5,35.7,1.1,43,97,,
211,익산시,07-31,토요일,외지인(b),75506,281.3 / WNW5.2,25.6,34.6,0.3,48,97,,
212,익산시,08-01,일요일,외지인(b),57869,309.4 / NW6.7,24.4,32.3,12.0,60,97,,
213,익산시,08-02,월요일,외지인(b),52143,81.6 / E4.8,24.1,29.9,58.6,75,97,,
214,익산시,08-03,화요일,외지인(b),53918,233.4 / SW7.5,23.0,33.2,20.5,52,97,,
215,익산시,08-04,수요일,외지인(b),53036,137.8 / SE4.8,22.9,34.4,0.0,49,97,,
216,익산시,08-05,목요일,외지인(b),52913,306.6 / NW6.3,23.6,35.3,0.0,47,97,,
217,익산시,08-06,금요일,외지인(b),56476,345.9 / NNW8.3,24.3,35.0,0.0,57,97,,
218,익산시,08-07,토요일,외지인(b),63690,292.5 / WNW4.4,22.2,33.3,0.0,53,97,,
219,익산시,08-08,일요일,외지인(b),57432,22.5 / NNE6.1,23.8,30.8,0.0,66,97,,
220,익산시,08-09,월요일,외지인(b),50194,337.5 / NNW7.0,22.2,32.6,0.0,49,97,,
221,익산시,08-10,화요일,외지인(b),50736,239.1 / WSW6.1,22.7,32.8,0.0,50,97,,
222,익산시,08-11,수요일,외지인(b),51128,126.6 / SE5.1,21.5,34.3,0.0,38,97,,
223,익산시,08-12,목요일,외지인(b),52014,137.8 / SE6.1,21.8,32.3,0.0,55,97,,
224,익산시,08-13,금요일,외지인(b),59066,354.4 / N6.2,21.1,31.3,0.0,55,97,,
225,익산시,08-14,토요일,외지인(b),71852,39.4 / NE6.9,23.2,29.5,0.8,53,97,,
226,익산시,08-15,일요일,외지인(b),68775,132.2 / SE4.2,19.9,32.6,0.0,45,97,,
227,익산시,08-16,월요일,외지인(b),58454,28.1 / NNE6.1,22.0,31.5,0.0,50,97,,
228,익산시,08-17,화요일,외지인(b),51587,36.6 / NE8.2,22.1,30.8,0.0,49,87,,
229,익산시,08-18,수요일,외지인(b),53018,320.6 / NW8.1,19.4,30.8,0.9,48,97,,
230,익산시,08-19,목요일,외지인(b),53603,87.2 / E4.9,20.4,30.2,0.9,51,97,,
231,익산시,08-20,금요일,외지인(b),57785,129.4 / SE5.4,19.8,32.5,0.0,46,97,,
232,익산시,08-21,토요일,외지인(b),60050,199.7 / SSW7.7,22.6,28.6,23.0,71,97,,
233,익산시,08-22,일요일,외지인(b),59577,185.6 / S6.3,20.8,30.3,0.0,58,97,,
234,익산시,08-23,월요일,외지인(b),48920,39.4 / NE6.3,22.1,24.9,66.7,93,97,,
235,익산시,08-24,화요일,외지인(b),49242,210.9 / SSW8.8,22.0,28.7,39.0,82,97,,
236,익산시,08-25,수요일,외지인(b),52857,309.4 / NW7.1,22.8,27.9,4.5,79,97,,
237,익산시,08-26,목요일,외지인(b),56987,135.0 / SE5.1,21.7,30.9,0.0,53,97,,
238,익산시,08-27,금요일,외지인(b),59168,351.6 / N9.0,20.0,23.7,33.6,96,97,,
239,익산시,08-28,토요일,외지인(b),73539,295.3 / WNW6.2,20.1,27.6,3.8,60,97,,
240,익산시,08-29,일요일,외지인(b),65114,351.6 / N8.6,19.2,27.2,50.9,73,97,,
241,익산시,08-30,월요일,외지인(b),57729,334.7 / NNW6.0,20.7,27.7,0.1,64,97,,
242,익산시,09-01,수요일,외지인(b),44569,157.5 / SSE6.1,21.6,26.3,25.8,78,97,,
243,익산시,09-02,목요일,외지인(b),48038,151.9 / SSE4.7,21.1,26.9,0.4,69,97,,
244,익산시,09-03,금요일,외지인(b),55542,36.6 / NE6.0,19.9,30.1,0.0,52,97,,
245,익산시,09-04,토요일,외지인(b),71502,36.6 / NE4.3,18.0,28.0,0.0,55,97,,
246,익산시,09-05,일요일,외지인(b),59896,28.1 / NNE4.7,18.7,23.8,2.6,66,97,,
247,익산시,09-06,월요일,외지인(b),48034,33.8 / NE5.9,19.3,23.0,21.5,86,97,,
248,익산시,09-07,화요일,외지인(b),47838,225.0 / SW6.9,19.8,26.5,1.9,80,97,,
249,익산시,09-08,수요일,외지인(b),52371,261.6 / W5.6,17.8,27.7,0.8,55,97,,
250,익산시,09-09,목요일,외지인(b),54887,337.5 / NNW4.0,16.7,30.3,0.0,39,97,,
251,익산시,09-10,금요일,외지인(b),60358,123.8 / SE4.9,20.0,28.9,0.2,58,97,,
252,익산시,09-11,토요일,외지인(b),76055,326.3 / NNW5.3,18.6,30.8,0.0,51,97,,
253,익산시,09-12,일요일,외지인(b),65863,348.8 / N6.6,18.9,28.8,0.0,57,97,,
254,익산시,09-13,월요일,외지인(b),53417,22.5 / NNE5.5,20.0,29.3,0.0,49,97,,
255,익산시,09-14,화요일,외지인(b),56144,28.1 / NNE7.4,20.4,28.7,0.0,55,81,,
256,익산시,09-15,수요일,외지인(b),57680,45.0 / NE8.6,20.9,30.0,0.0,42,71,,
257,익산시,09-16,목요일,외지인(b),58380,8.4 / N5.6,15.6,28.9,0.1,47,94,,
258,익산시,09-17,금요일,외지인(b),63455,28.1 / NNE9.7,19.4,25.0,36.8,64,97,,
259,익산시,09-18,토요일,외지인(b),88939,315.0 / NW5.6,15.9,29.1,0.0,49,97,,
260,익산시,09-19,일요일,외지인(b),107930,320.6 / NW4.7,16.7,28.9,0.0,46,97,,
261,익산시,09-20,월요일,외지인(b),128184,112.5 / ESE6.7,16.9,30.0,0.0,46,97,,
262,익산시,09-21,화요일,외지인(b),153710,227.8 / SW8.7,18.2,26.8,57.0,63,97,,
