,도시이름,날짜,요일한글,방문객한글,방문자수,최대순간풍향/풍속(m/s)(시각),최저기온(시각),최고기온(시각),일강우량,최저습도(시각),최고습도(시각),최저기압(시각),최고기압(시각)
61,김제시,03-03,수요일,외지인(b),25246,303.8 / NW4.7,-1.6,9.5,0.0,34,96,,
62,김제시,03-04,목요일,외지인(b),23821,95.6 / E6.8,3.3,10.9,3.0,47,96,,
63,김제시,03-05,금요일,외지인(b),28102,306.6 / NW8.5,0.6,16.3,0.0,36,96,,
64,김제시,03-06,토요일,외지인(b),34850,289.7 / WNW6.5,3.0,11.1,0.0,77,96,,
65,김제시,03-07,일요일,외지인(b),34055,292.5 / WNW6.2,4.9,12.1,0.0,56,96,,
66,김제시,03-08,월요일,외지인(b),25988,298.1 / WNW8.6,3.7,13.5,0.0,32,96,,
67,김제시,03-09,화요일,외지인(b),27020,312.2 / NW8.5,2.0,12.6,0.0,37,88,,
68,김제시,03-10,수요일,외지인(b),28161,270.0 / W7.1,0.6,16.5,0.0,26,88,,
69,김제시,03-11,목요일,외지인(b),28795,303.8 / NW6.5,2.5,18.2,0.0,27,96,,
70,김제시,03-12,금요일,외지인(b),25711,19.7 / NNE8.8,6.1,10.0,11.5,70,97,,
71,김제시,03-13,토요일,외지인(b),39501,295.3 / WNW8.4,1.1,13.8,0.0,51,97,,
72,김제시,03-14,일요일,외지인(b),37671,289.7 / WNW6.8,3.9,13.8,0.0,55,97,,
73,김제시,03-15,월요일,외지인(b),27773,295.3 / WNW8.8,0.8,18.3,0.5,30,97,,
74,김제시,03-16,화요일,외지인(b),28025,309.4 / NW10.3,2.9,13.7,1.0,30,96,,
75,김제시,03-17,수요일,외지인(b),29166,292.5 / WNW8.5,0.3,15.0,0.0,24,96,,
76,김제시,03-18,목요일,외지인(b),30583,295.3 / WNW10.7,2.3,18.0,0.0,36,91,,
77,김제시,03-19,금요일,외지인(b),32435,289.7 / WNW8.1,6.6,19.6,0.0,37,82,,
78,김제시,03-20,토요일,외지인(b),32438,295.3 / WNW7.7,5.5,10.8,4.5,44,97,,
79,김제시,03-21,일요일,외지인(b),35375,303.8 / NW15.5,4.3,9.4,0.0,43,95,,
80,김제시,03-22,월요일,외지인(b),29551,289.7 / WNW11.9,2.4,10.4,0.0,31,84,,
81,김제시,03-23,화요일,외지인(b),30352,281.3 / WNW10.4,3.2,16.1,0.0,35,91,,
82,김제시,03-24,수요일,외지인(b),30723,222.2 / SW8.2,5.4,18.1,0.0,20,75,,
83,김제시,03-25,목요일,외지인(b),32190,281.3 / WNW7.5,5.2,18.9,0.0,42,97,,
84,김제시,03-26,금요일,외지인(b),34479,284.1 / WNW5.6,3.4,20.9,0.0,29,97,,
85,김제시,03-27,토요일,외지인(b),37174,151.9 / SSE9.5,7.6,16.4,18.0,40,97,,
86,김제시,03-28,일요일,외지인(b),34545,281.3 / WNW13.1,8.3,14.9,0.0,81,97,,
87,김제시,03-29,월요일,외지인(b),30202,230.6 / SW10.0,7.6,15.8,0.0,41,97,,
88,김제시,03-30,화요일,외지인(b),36929,295.3 / WNW9.5,6.2,19.1,0.0,16,97,,
89,김제시,03-31,수요일,외지인(b),36365,303.8 / NW9.0,3.6,23.3,0.0,12,88,,
90,김제시,04-01,목요일,외지인(b),28060,104.1 / ESE11.3,8.2,23.9,0.0,12,68,,
91,김제시,04-02,금요일,외지인(b),37366,75.9 / ENE8.4,12.6,25.3,0.0,21,61,,
92,김제시,04-03,토요일,외지인(b),34150,137.8 / SE10.9,11.2,19.4,7.5,53,96,,
93,김제시,04-04,일요일,외지인(b),32942,239.1 / WSW11.2,8.8,14.4,1.5,71,96,,
94,김제시,04-05,월요일,외지인(b),27451,292.5 / WNW10.2,5.1,18.7,0.0,21,96,,
95,김제시,04-06,화요일,외지인(b),27083,281.3 / WNW10.5,5.2,17.5,0.0,24,84,,
96,김제시,04-07,수요일,외지인(b),26618,303.8 / NW9.7,6.4,19.4,0.0,30,75,,
97,김제시,04-08,목요일,외지인(b),27006,267.2 / W9.9,6.9,15.6,0.0,31,87,,
98,김제시,04-09,금요일,외지인(b),30891,303.8 / NW9.3,3.5,20.3,0.0,18,79,,
99,김제시,04-10,토요일,외지인(b),46627,303.8 / NW10.5,6.6,19.3,0.0,25,78,,
100,김제시,04-11,일요일,외지인(b),44216,306.6 / NW8.0,6.4,23.3,0.0,19,93,,
101,김제시,04-12,월요일,외지인(b),21301,146.3 / SSE9.6,12.0,14.9,12.0,15,96,,
102,김제시,04-13,화요일,외지인(b),23996,298.1 / WNW12.6,4.3,14.4,0.0,55,96,,
103,김제시,04-14,수요일,외지인(b),26548,295.3 / WNW11.0,3.7,13.7,0.0,31,73,,
104,김제시,04-15,목요일,외지인(b),28235,270.0 / W6.9,2.0,19.1,0.0,13,84,,
105,김제시,04-16,금요일,외지인(b),28539,216.6 / SW8.4,7.4,15.2,0.0,48,94,,
106,김제시,04-17,토요일,외지인(b),42399,278.4 / W16.2,6.0,15.6,0.0,21,94,,
107,김제시,04-18,일요일,외지인(b),40642,261.6 / W12.9,6.5,14.5,0.0,25,77,,
108,김제시,04-19,월요일,외지인(b),27391,300.9 / WNW9.0,4.2,18.2,0.0,29,84,,
109,김제시,04-20,화요일,외지인(b),28119,272.8 / W8.2,5.9,21.8,0.0,21,99,,
110,김제시,04-21,수요일,외지인(b),28427,261.6 / W9.7,9.3,27.7,0.0,16,69,,
111,김제시,04-22,목요일,외지인(b),30062,92.8 / E11.5,12.7,27.1,0.0,12,59,,
112,김제시,04-23,금요일,외지인(b),30524,67.5 / ENE12.8,17.4,27.8,0.0,15,42,,
113,김제시,04-24,토요일,외지인(b),46575,284.1 / WNW10.8,11.8,24.7,0.0,20,59,,
114,김제시,04-25,일요일,외지인(b),43992,275.6 / W10.1,10.7,25.3,0.0,29,87,,
115,김제시,04-26,월요일,외지인(b),28676,255.9 / WSW11.3,10.8,23.4,0.0,16,91,,
116,김제시,04-27,화요일,외지인(b),28928,261.6 / W7.2,10.1,21.2,0.0,26,79,,
117,김제시,04-28,수요일,외지인(b),27825,244.7 / WSW5.9,12.4,20.0,0.0,25,96,,
118,김제시,04-29,목요일,외지인(b),29050,196.9 / SSW19.8,10.9,19.1,2.0,44,92,,
119,김제시,04-30,금요일,외지인(b),31871,210.9 / SSW17.2,10.3,14.9,0.0,53,89,,
120,김제시,05-01,토요일,외지인(b),38787,264.4 / W15.1,8.9,12.7,1.5,54,96,,
121,김제시,05-02,일요일,외지인(b),40061,225.0 / SW10.3,7.1,18.1,0.0,37,95,,
122,김제시,05-03,월요일,외지인(b),26418,267.2 / W9.6,6.3,22.4,0.0,26,96,,
123,김제시,05-04,화요일,외지인(b),26418,104.1 / ESE11.0,11.5,21.8,6.0,53,96,,
124,김제시,05-05,수요일,외지인(b),41965,261.6 / W10.9,9.3,19.0,0.0,21,96,,
125,김제시,05-06,목요일,외지인(b),27972,208.1 / SSW8.0,6.3,23.7,0.0,20,77,,
126,김제시,05-07,금요일,외지인(b),32498,253.1 / WSW11.9,10.2,20.8,0.0,27,89,,
127,김제시,05-08,토요일,외지인(b),58618,253.1 / WSW14.3,8.1,23.9,0.0,29,96,,
128,김제시,05-09,일요일,외지인(b),49396,315.0 / NW8.0,9.3,22.2,0.0,24,99,,
129,김제시,05-10,월요일,외지인(b),24115,292.5 / WNW12.5,11.4,15.3,2.5,49,98,,
130,김제시,05-11,화요일,외지인(b),24196,70.3 / ENE10.2,13.3,20.9,11.0,59,98,,
131,김제시,05-12,수요일,외지인(b),27934,348.8 / N7.2,12.4,27.0,0.0,37,74,,
132,김제시,05-13,목요일,외지인(b),29446,275.6 / W7.7,15.3,27.7,0.0,45,88,,
133,김제시,05-14,금요일,외지인(b),31511,284.1 / WNW10.4,15.0,29.4,0.0,45,97,,
134,김제시,05-15,토요일,외지인(b),38269,109.7 / ESE7.8,18.8,27.5,0.0,63,98,,
135,김제시,05-16,일요일,외지인(b),29729,188.4 / S10.0,15.5,23.1,23.5,89,100,,
136,김제시,05-17,월요일,외지인(b),24451,267.2 / W7.7,13.8,15.9,1.5,99,100,,
137,김제시,05-18,화요일,외지인(b),31346,295.3 / WNW7.1,13.8,23.5,0.0,59,100,,
138,김제시,05-19,수요일,외지인(b),47933,272.8 / W6.8,13.5,27.6,0.0,28,100,,
139,김제시,05-20,목요일,외지인(b),25337,194.1 / SSW8.5,14.7,18.9,2.5,62,100,,
140,김제시,05-21,금요일,외지인(b),28735,255.9 / WSW12.0,13.8,18.9,0.0,67,100,,
141,김제시,05-22,토요일,외지인(b),43638,275.6 / W8.1,12.8,24.7,0.0,49,100,,
142,김제시,05-23,일요일,외지인(b),39284,272.8 / W6.7,12.9,27.5,0.0,38,100,,
143,김제시,05-24,월요일,외지인(b),28417,258.8 / W10.3,14.2,22.6,0.0,41,91,,
144,김제시,05-25,화요일,외지인(b),27241,264.4 / W11.9,12.0,19.8,2.0,47,98,,
145,김제시,05-26,수요일,외지인(b),29113,180.0 / S10.3,12.4,24.0,0.0,21,97,,
146,김제시,05-27,목요일,외지인(b),27010,255.9 / WSW9.3,13.5,19.2,0.0,52,97,,
147,김제시,05-28,금요일,외지인(b),28742,208.1 / SSW16.9,12.4,23.7,12.0,52,98,,
148,김제시,05-29,토요일,외지인(b),43936,270.0 / W9.0,13.1,23.4,0.0,39,97,,
149,김제시,05-30,일요일,외지인(b),42378,267.2 / W8.7,12.8,29.2,0.0,27,97,,
150,김제시,05-31,월요일,외지인(b),28249,323.4 / NW9.6,14.2,28.4,14.0,30,100,,
151,김제시,06-01,화요일,외지인(b),25491,289.7 / WNW8.2,16.7,28.1,0.0,31,85,,
152,김제시,06-02,수요일,외지인(b),25529,115.3 / ESE6.1,18.6,30.3,0.0,28,77,,
153,김제시,06-03,목요일,외지인(b),21613,61.9 / ENE6.8,17.3,21.4,15.0,62,96,,
154,김제시,06-04,금요일,외지인(b),29253,261.6 / W8.4,14.3,23.4,0.0,34,96,,
155,김제시,06-05,토요일,외지인(b),41990,205.3 / SSW11.0,15.4,26.7,0.0,51,96,,
156,김제시,06-06,일요일,외지인(b),37233,185.6 / S7.7,19.2,29.0,0.0,32,85,,
157,김제시,06-07,월요일,외지인(b),25816,118.1 / ESE6.0,17.5,30.1,0.0,19,90,,
158,김제시,06-08,화요일,외지인(b),26439,284.1 / WNW6.1,18.3,30.7,0.0,32,96,,
159,김제시,06-09,수요일,외지인(b),26901,267.2 / W7.5,20.0,33.8,0.0,30,99,,
160,김제시,06-10,목요일,외지인(b),28130,132.2 / SE10.2,20.8,29.5,10.0,39,99,,
161,김제시,06-11,금요일,외지인(b),27615,157.5 / SSE11.6,19.6,28.2,36.0,60,99,,
162,김제시,06-12,토요일,외지인(b),41759,272.8 / W8.9,19.1,29.1,0.0,56,98,,
163,김제시,06-13,일요일,외지인(b),39239,281.3 / WNW7.6,17.6,26.1,0.0,69,98,,
164,김제시,06-14,월요일,외지인(b),26401,267.2 / W8.8,18.2,26.1,0.0,77,98,,
165,김제시,06-15,화요일,외지인(b),25641,50.6 / NE10.4,19.3,22.5,6.0,80,98,,
166,김제시,06-16,수요일,외지인(b),28686,67.5 / ENE9.1,19.3,27.7,0.0,50,97,,
167,김제시,06-17,목요일,외지인(b),28539,253.1 / WSW8.2,19.2,26.2,3.0,59,98,,
168,김제시,06-18,금요일,외지인(b),29292,258.8 / W7.8,19.2,23.3,3.5,85,98,,
169,김제시,06-19,토요일,외지인(b),43743,250.3 / WSW6.8,18.2,27.5,0.0,46,98,,
170,김제시,06-20,일요일,외지인(b),40646,208.1 / SSW9.9,17.4,31.4,0.0,25,97,,
171,김제시,06-21,월요일,외지인(b),29582,250.3 / WSW7.8,18.6,29.9,0.0,39,97,,
172,김제시,06-22,화요일,외지인(b),30247,244.7 / WSW11.6,17.8,28.2,0.0,40,94,,
173,김제시,06-23,수요일,외지인(b),28994,253.1 / WSW10.7,20.1,27.1,0.0,51,94,,
174,김제시,06-24,목요일,외지인(b),30839,258.8 / W8.2,19.7,26.7,0.0,52,94,,
175,김제시,06-25,금요일,외지인(b),32680,272.8 / W8.6,18.9,30.3,12.0,41,93,,
176,김제시,06-26,토요일,외지인(b),42854,42.2 / NE6.1,20.0,29.6,0.0,35,93,,
177,김제시,06-27,일요일,외지인(b),39323,286.9 / WNW7.2,20.3,31.9,0.0,36,93,,
178,김제시,06-28,월요일,외지인(b),29015,56.3 / ENE11.1,21.3,29.5,3.0,44,94,,
179,김제시,06-29,화요일,외지인(b),29131,253.1 / WSW9.0,20.3,28.0,0.0,58,94,,
180,김제시,06-30,수요일,외지인(b),29953,272.8 / W6.5,20.8,30.7,0.0,43,94,,
181,김제시,07-01,목요일,외지인(b),25529,312.2 / NW6.8,21.3,31.4,0.0,45,94,,
182,김제시,07-02,금요일,외지인(b),28581,261.6 / W7.9,22.0,32.3,0.0,43,94,,
183,김제시,07-03,토요일,외지인(b),35872,120.9 / ESE10.7,21.9,26.8,22.5,57,94,,
184,김제시,07-04,일요일,외지인(b),32750,210.9 / SSW12.6,21.4,25.2,0.5,81,94,,
185,김제시,07-05,월요일,외지인(b),23373,39.4 / NE10.3,20.5,24.1,67.5,76,94,,
186,김제시,07-06,화요일,외지인(b),20941,182.8 / S5.3,20.7,25.0,22.0,88,94,,
187,김제시,07-07,수요일,외지인(b),21077,264.4 / W7.5,23.6,28.7,18.0,80,94,,
188,김제시,07-08,목요일,외지인(b),24248,261.6 / W10.2,22.1,28.0,11.0,74,94,,
189,김제시,07-09,금요일,외지인(b),29138,270.0 / W7.3,22.9,29.2,0.0,57,93,,
190,김제시,07-10,토요일,외지인(b),40618,264.4 / W10.7,23.3,31.9,0.0,55,100,,
191,김제시,07-11,일요일,외지인(b),37723,255.9 / WSW9.2,23.6,31.5,0.0,69,100,,
192,김제시,07-12,월요일,외지인(b),25361,272.8 / W6.5,25.1,32.8,0.0,60,99,,
193,김제시,07-13,화요일,외지인(b),26443,120.9 / ESE8.7,25.5,33.2,0.0,49,92,,
194,김제시,07-14,수요일,외지인(b),27111,106.9 / ESE7.1,26.6,32.4,0.0,55,77,,
195,김제시,07-15,목요일,외지인(b),27542,241.9 / WSW7.4,24.5,33.6,0.0,43,88,,
196,김제시,07-16,금요일,외지인(b),30419,59.1 / ENE20.0,21.9,33.0,19.0,50,98,,
197,김제시,07-17,토요일,외지인(b),40691,264.4 / W9.2,21.7,31.8,7.0,53,98,,
198,김제시,07-18,일요일,외지인(b),36677,47.8 / NE12.5,22.5,31.8,4.0,54,99,,
199,김제시,07-19,월요일,외지인(b),26397,53.4 / NE6.4,23.0,32.7,0.5,53,100,,
200,김제시,07-20,화요일,외지인(b),28665,118.1 / ESE4.8,23.8,31.8,0.0,60,100,,
201,김제시,07-21,수요일,외지인(b),29148,56.3 / ENE5.7,23.0,34.0,0.0,47,100,,
202,김제시,07-22,목요일,외지인(b),29631,42.2 / NE6.8,22.8,34.1,0.0,45,91,,
203,김제시,07-23,금요일,외지인(b),32508,53.4 / NE5.4,23.5,34.2,0.0,45,98,,
204,김제시,07-24,토요일,외지인(b),42833,39.4 / NE7.7,24.4,34.4,0.0,42,92,,
205,김제시,07-25,일요일,외지인(b),38598,16.9 / NNE7.8,24.6,33.2,0.0,43,85,,
206,김제시,07-26,월요일,외지인(b),30471,112.5 / ESE6.4,22.9,34.6,0.0,43,84,,
207,김제시,07-27,화요일,외지인(b),28987,300.9 / WNW5.6,23.4,34.9,0.0,43,88,,
208,김제시,07-28,수요일,외지인(b),29344,272.8 / W6.8,24.4,33.4,1.5,52,100,,
209,김제시,07-29,목요일,외지인(b),30580,261.6 / W8.6,25.0,33.2,0.0,56,100,,
210,김제시,07-30,금요일,외지인(b),34412,191.3 / SSW8.7,24.5,34.0,3.0,44,100,,
211,김제시,07-31,토요일,외지인(b),44352,250.3 / WSW7.4,25.1,32.5,0.5,57,98,,
212,김제시,08-01,일요일,외지인(b),34766,250.3 / WSW8.6,24.1,31.1,16.5,62,100,,
213,김제시,08-02,월요일,외지인(b),26551,255.9 / WSW6.0,23.6,28.8,48.0,76,99,,
214,김제시,08-03,화요일,외지인(b),26996,199.7 / SSW9.2,22.7,32.3,28.5,53,99,,
215,김제시,08-04,수요일,외지인(b),28056,275.6 / W5.8,23.5,33.0,0.0,54,99,,
216,김제시,08-05,목요일,외지인(b),27955,278.4 / W7.5,24.3,33.7,0.0,49,99,,
217,김제시,08-06,금요일,외지인(b),29582,284.1 / WNW9.9,24.4,33.8,0.0,59,99,,
218,김제시,08-07,토요일,외지인(b),37566,278.4 / W7.1,22.8,31.9,0.0,57,98,,
219,김제시,08-08,일요일,외지인(b),34146,22.5 / NNE6.5,23.9,29.6,0.0,69,98,,
220,김제시,08-09,월요일,외지인(b),26989,264.4 / W7.9,23.0,32.3,0.0,48,98,,
221,김제시,08-10,화요일,외지인(b),27304,267.2 / W7.9,24.4,31.0,0.0,58,96,,
222,김제시,08-11,수요일,외지인(b),27647,309.4 / NW5.8,21.9,33.2,0.0,40,98,,
223,김제시,08-12,목요일,외지인(b),27367,140.6 / SE7.1,22.9,32.4,0.5,52,98,,
224,김제시,08-13,금요일,외지인(b),30737,320.6 / NW6.0,21.7,30.2,0.5,55,98,,
225,김제시,08-14,토요일,외지인(b),39890,45.0 / NE7.3,22.8,28.8,1.5,55,98,,
226,김제시,08-15,일요일,외지인(b),42637,261.6 / W6.4,21.6,31.4,0.0,43,90,,
227,김제시,08-16,월요일,외지인(b),36474,53.4 / NE8.5,22.5,30.4,0.0,45,98,,
228,김제시,08-17,화요일,외지인(b),27941,53.4 / NE9.0,20.5,30.2,0.0,49,86,,
229,김제시,08-18,수요일,외지인(b),27139,36.6 / NE9.6,20.7,30.1,10.0,48,97,,
230,김제시,08-19,목요일,외지인(b),28756,202.5 / SSW5.7,21.0,28.6,1.0,55,96,,
231,김제시,08-20,금요일,외지인(b),31315,118.1 / ESE7.3,20.5,30.8,0.0,45,96,,
232,김제시,08-21,토요일,외지인(b),29925,196.9 / SSW10.5,23.0,28.1,25.0,64,96,,
233,김제시,08-22,일요일,외지인(b),38679,258.8 / W7.2,22.2,29.3,0.0,57,96,,
234,김제시,08-23,월요일,외지인(b),23079,42.2 / NE8.2,21.8,24.6,93.0,91,96,,
235,김제시,08-24,화요일,외지인(b),23216,196.9 / SSW15.3,21.7,28.8,97.0,73,97,,
236,김제시,08-25,수요일,외지인(b),26075,309.4 / NW7.9,22.7,26.8,4.0,84,95,,
237,김제시,08-26,목요일,외지인(b),30132,253.1 / WSW6.3,22.6,30.3,0.0,52,95,,
238,김제시,08-27,금요일,외지인(b),26954,36.6 / NE41.6,19.6,24.2,52.0,94,95,,
239,김제시,08-28,토요일,외지인(b),42476,87.2 / E13.0,19.9,27.4,0.5,51,95,,
240,김제시,08-29,일요일,외지인(b),35172,45.0 / NE8.0,19.1,27.3,33.0,76,98,,
241,김제시,08-30,월요일,외지인(b),29313,331.9 / NNW5.2,20.5,27.9,0.0,61,98,,
242,김제시,09-01,수요일,외지인(b),23006,247.5 / WSW10.2,21.7,25.4,39.5,85,99,,
243,김제시,09-02,목요일,외지인(b),25932,205.3 / SSW6.6,21.0,25.8,0.0,79,99,,
244,김제시,09-03,금요일,외지인(b),30678,28.1 / NNE5.7,20.2,28.5,0.0,55,99,,
245,김제시,09-04,토요일,외지인(b),47310,315.0 / NW5.5,18.9,28.0,0.0,54,99,,
246,김제시,09-05,일요일,외지인(b),39918,53.4 / NE6.2,19.4,23.5,1.0,70,99,,
247,김제시,09-06,월요일,외지인(b),24304,42.2 / NE6.5,19.3,22.1,7.5,85,99,,
248,김제시,09-07,화요일,외지인(b),25368,255.9 / WSW9.3,20.3,25.5,1.0,69,99,,
249,김제시,09-08,수요일,외지인(b),29418,272.8 / W7.6,19.4,27.2,0.5,57,99,,
250,김제시,09-09,목요일,외지인(b),30650,284.1 / WNW6.2,17.0,29.0,0.0,54,99,,
251,김제시,09-10,금요일,외지인(b),33345,191.3 / SSW4.8,20.3,27.4,0.0,62,99,,
252,김제시,09-11,토요일,외지인(b),49046,180.0 / S5.7,19.5,30.0,0.0,53,99,,
253,김제시,09-12,일요일,외지인(b),44744,323.4 / NW6.0,19.1,28.8,0.0,56,99,,
254,김제시,09-13,월요일,외지인(b),30079,78.8 / E7.3,20.8,27.9,0.0,47,99,,
255,김제시,09-14,화요일,외지인(b),31756,78.8 / E10.2,19.9,28.4,0.0,56,81,,
256,김제시,09-15,수요일,외지인(b),32379,67.5 / ENE9.7,19.5,29.3,0.0,43,74,,
257,김제시,09-16,목요일,외지인(b),31539,59.1 / ENE7.7,16.6,27.9,0.0,49,94,,
258,김제시,09-17,금요일,외지인(b),31766,42.2 / NE10.3,18.7,24.4,27.0,66,99,,
259,김제시,09-18,토요일,외지인(b),53648,36.6 / NE4.7,16.3,28.3,0.0,51,99,,
260,김제시,09-19,일요일,외지인(b),67865,255.9 / WSW6.0,18.4,28.5,0.0,47,99,,
261,김제시,09-20,월요일,외지인(b),83797,112.5 / ESE9.8,18.3,28.5,0.0,48,98,,
262,김제시,09-21,화요일,외지인(b),102274,241.9 / WSW10.7,19.7,27.0,45.0,60,98,,
