,도시이름,날짜,요일한글,방문객한글,방문자수,최대순간풍향/풍속(m/s)(시각),최저기온(시각),최고기온(시각),일강우량,최저습도(시각),최고습도(시각),최저기압(시각),최고기압(시각)
25,부안군,01-26,화요일,외지인(b),13076,315.2 / NW8.4,4.5,8.7,5.2,82.0,99.0,1018.4,1022.9
26,부안군,01-27,수요일,외지인(b),14490,36.5 / NE8.1,-0.2,9.0,0.0,25.0,98.0,1021.4,1025.8
27,부안군,01-28,목요일,외지인(b),12940,304.0 / NW12.9,-4.2,5.6,0.9,51.0,92.0,1015.6,1025.5
28,부안군,01-29,금요일,외지인(b),14049,315.2 / NW9.9,-7.1,-1.1,1.7,59.0,93.0,1025.4,1028.6
29,부안군,01-30,토요일,외지인(b),26180,267.3 / W10.2,-5.5,9.7,0.0,64.0,98.0,1025.2,1029.3
30,부안군,01-31,일요일,외지인(b),28256,205.5 / SSW9.0,-2.6,12.5,0.2,55.0,99.0,1021.7,1029.9
31,부안군,02-01,월요일,외지인(b),12012,247.6 / WSW8.2,3.0,12.2,2.3,70.0,99.0,1014.9,1023.4
32,부안군,02-02,화요일,외지인(b),12009,312.3 / NW10.4,-3.6,3.0,0.3,40.0,94.0,1023.5,1029.2
33,부안군,02-03,수요일,외지인(b),11977,197.0 / SSW9.0,-7.0,4.6,0.0,34.0,93.0,1022.0,1029.7
34,부안군,02-04,목요일,외지인(b),12611,332.1 / NNW10.2,-3.3,4.6,3.1,38.0,98.0,1022.2,1030.7
35,부안군,02-05,금요일,외지인(b),14823,47.7 / NE3.9,-4.3,9.0,0.0,26.0,86.0,1018.7,1028.5
36,부안군,02-06,토요일,외지인(b),23303,177.3 / S5.6,0.2,10.6,0.0,53.0,96.0,1016.1,1018.8
37,부안군,02-07,일요일,외지인(b),23170,278.6 / W7.6,1.1,9.0,0.0,65.0,98.0,1018.3,1026.5
38,부안군,02-08,월요일,외지인(b),12912,326.5 / NNW10.2,-3.5,2.4,0.0,32.0,80.0,1026.1,1031.4
39,부안군,02-09,화요일,외지인(b),14595,315.2 / NW5.4,-5.9,5.0,0.0,37.0,83.0,1027.8,1031.8
40,부안군,02-10,수요일,외지인(b),19758,304.0 / NW7.8,-3.6,9.5,0.0,57.0,90.0,1024.8,1028.6
41,부안군,02-11,목요일,외지인(b),43568,30.8 / NNE4.6,-0.5,11.7,0.0,45.0,97.0,1023.4,1027.4
42,부안군,02-12,금요일,외지인(b),71316,301.2 / WNW5.8,1.0,15.2,0.0,24.0,99.0,1023.9,1026.0
43,부안군,02-13,토요일,외지인(b),63011,292.7 / WNW5.2,-2.3,16.4,0.0,23.0,100.0,1021.4,1027.5
44,부안군,02-14,일요일,외지인(b),31738,304.0 / NW4.9,2.0,16.2,0.6,36.0,94.0,1011.5,1021.3
45,부안군,02-15,월요일,외지인(b),13643,318.0 / NW12.8,0.2,7.1,1.0,56.0,100.0,1010.7,1019.1
46,부안군,02-16,화요일,외지인(b),12698,211.1 / SSW12.1,-4.3,6.0,2.4,36.0,99.0,1012.7,1020.1
47,부안군,02-17,수요일,외지인(b),9373,312.3 / NW13.1,-5.4,-2.7,3.9,58.0,93.0,1019.4,1022.3
48,부안군,02-18,목요일,외지인(b),11004,318.0 / NW11.2,-5.9,0.7,1.2,55.0,94.0,1022.1,1025.1
49,부안군,02-19,금요일,외지인(b),16835,182.8 / S9.4,-4.0,10.6,0.0,47.0,92.0,1014.1,1025.1
50,부안군,02-20,토요일,외지인(b),30167,177.3 / S9.9,7.4,14.8,0.0,64.0,87.0,1010.5,1014.1
51,부안군,02-21,일요일,외지인(b),32596,197.0 / SSW10.6,9.2,21.5,0.0,28.0,81.0,1010.6,1012.9
52,부안군,02-22,월요일,외지인(b),17500,278.6 / W11.7,2.1,17.6,0.0,53.0,94.0,1010.8,1024.1
53,부안군,02-23,화요일,외지인(b),16923,304.0 / NW7.9,-2.1,5.8,0.0,40.0,73.0,1024.1,1028.7
54,부안군,02-24,수요일,외지인(b),17059,315.2 / NW5.8,-2.1,9.6,0.0,27.0,83.0,1023.2,1027.3
55,부안군,02-25,목요일,외지인(b),15586,292.7 / WNW6.0,-0.9,5.6,8.7,64.0,100.0,1021.1,1025.6
56,부안군,02-26,금요일,외지인(b),20202,33.7 / NNE10.0,4.2,16.0,0.0,24.0,97.0,1019.2,1024.5
57,부안군,02-27,토요일,외지인(b),40877,129.3 / SE8.1,3.0,15.2,0.0,35.0,78.0,1024.2,1028.4
58,부안군,02-28,일요일,외지인(b),50418,64.6 / ENE6.4,2.8,11.2,0.0,47.0,97.0,1021.4,1028.1
59,부안군,03-01,월요일,외지인(b),21739,211.1 / SSW13.0,4.7,17.1,37.0,79.0,99.0,1008.6,1021.3
60,부안군,03-02,화요일,외지인(b),12404,312.3 / NW8.0,0.9,7.3,0.1,64.0,99.0,1014.6,1030.1
61,부안군,03-03,수요일,외지인(b),13612,301.2 / WNW5.1,-1.6,10.4,0.0,41.0,99.0,1027.5,1031.9
62,부안군,03-04,목요일,외지인(b),12810,70.3 / ENE4.9,3.2,10.8,4.2,62.0,99.0,1021.3,1027.6
63,부안군,03-05,금요일,외지인(b),16391,270.2 / W6.7,1.5,16.3,0.0,48.0,100.0,1018.5,1023.8
64,부안군,03-06,토요일,외지인(b),28847,309.6 / NW7.0,4.3,9.8,0.0,81.0,100.0,1023.7,1028.8
65,부안군,03-07,일요일,외지인(b),27332,323.7 / NW6.1,6.0,11.4,0.0,65.0,98.0,1026.6,1029.9
66,부안군,03-08,월요일,외지인(b),14595,278.6 / W7.5,2.9,12.6,0.0,45.0,95.0,1025.9,1029.6
67,부안군,03-09,화요일,외지인(b),15225,292.7 / WNW7.2,1.9,11.6,0.0,45.0,94.0,1024.9,1028.4
68,부안군,03-10,수요일,외지인(b),15967,301.2 / WNW6.7,0.2,15.3,0.0,42.0,98.0,1027.2,1030.4
69,부안군,03-11,목요일,외지인(b),16569,278.6 / W6.7,2.2,17.5,0.1,35.0,98.0,1022.9,1029.5
70,부안군,03-12,금요일,외지인(b),16020,25.2 / NNE8.9,5.7,10.7,17.1,79.0,100.0,1019.1,1023.3
71,부안군,03-13,토요일,외지인(b),34867,278.6 / W6.1,1.7,14.2,0.0,52.0,100.0,1020.9,1023.9
72,부안군,03-14,일요일,외지인(b),35133,290.0 / WNW6.5,2.5,13.0,0.0,65.0,100.0,1019.9,1023.4
73,부안군,03-15,월요일,외지인(b),16202,323.7 / NW6.8,2.2,18.6,0.5,38.0,100.0,1014.0,1020.4
74,부안군,03-16,화요일,외지인(b),15946,290.0 / WNW10.6,3.7,12.8,2.7,50.0,100.0,1013.5,1019.4
75,부안군,03-17,수요일,외지인(b),16496,301.2 / WNW7.1,0.1,13.1,0.0,46.0,98.0,1018.6,1021.5
76,부안군,03-18,목요일,외지인(b),17731,281.5 / WNW8.3,1.6,17.4,0.0,42.0,97.0,1017.8,1021.6
77,부안군,03-19,금요일,외지인(b),21067,278.6 / W6.5,6.3,19.1,0.0,47.0,86.0,1016.3,1021.2
78,부안군,03-20,토요일,외지인(b),29155,290.0 / WNW8.0,6.2,10.1,8.3,73.0,100.0,1011.8,1016.4
79,부안군,03-21,일요일,외지인(b),29981,292.7 / WNW12.1,5.0,9.2,0.0,52.0,89.0,1014.9,1022.5
80,부안군,03-22,월요일,외지인(b),16489,278.6 / W10.1,3.0,11.0,0.0,38.0,91.0,1021.9,1024.1
81,부안군,03-23,화요일,외지인(b),16366,304.0 / NW8.5,3.4,16.7,0.0,35.0,96.0,1020.9,1024.4
82,부안군,03-24,수요일,외지인(b),17630,182.8 / S7.3,3.5,17.6,0.0,32.0,90.0,1018.8,1023.2
83,부안군,03-25,목요일,외지인(b),19086,304.0 / NW7.1,4.3,17.6,0.0,50.0,100.0,1020.0,1023.5
84,부안군,03-26,금요일,외지인(b),22117,301.2 / WNW4.9,4.3,19.4,0.0,42.0,100.0,1018.2,1024.3
85,부안군,03-27,토요일,외지인(b),30181,126.5 / SE7.2,6.5,16.4,30.4,64.0,100.0,1003.3,1019.0
86,부안군,03-28,일요일,외지인(b),29208,267.3 / W8.1,8.9,14.9,0.0,76.0,99.0,1003.3,1007.7
87,부안군,03-29,월요일,외지인(b),18718,267.3 / W8.5,7.6,16.0,0.0,44.0,97.0,1007.7,1011.9
88,부안군,03-30,화요일,외지인(b),20300,290.0 / WNW8.0,6.1,17.7,0.0,28.0,100.0,1011.4,1014.7
89,부안군,03-31,수요일,외지인(b),20384,312.3 / NW6.3,3.7,22.6,0.0,24.0,91.0,1012.5,1015.8
90,부안군,04-01,목요일,외지인(b),15911,168.8 / S8.7,5.4,23.6,0.0,22.0,90.0,1014.7,1018.1
91,부안군,04-02,금요일,외지인(b),20132,33.7 / NNE7.9,13.0,25.3,0.0,29.0,71.0,1016.1,1019.3
92,부안군,04-03,토요일,외지인(b),28119,160.3 / SSE10.8,12.1,20.0,12.1,64.0,100.0,1008.5,1016.4
93,부안군,04-04,일요일,외지인(b),27118,270.2 / W6.8,9.1,13.9,3.9,77.0,100.0,1010.1,1020.2
94,부안군,04-05,월요일,외지인(b),16667,281.5 / WNW8.6,4.8,17.7,0.0,31.0,100.0,1020.1,1024.1
95,부안군,04-06,화요일,외지인(b),16720,290.0 / WNW8.3,5.2,16.9,0.0,24.0,91.0,1020.3,1022.9
96,부안군,04-07,수요일,외지인(b),16363,312.3 / NW7.6,4.7,18.5,0.0,42.0,95.0,1018.9,1023.1
97,부안군,04-08,목요일,외지인(b),16618,304.0 / NW8.8,6.3,15.6,0.0,34.0,90.0,1018.8,1021.3
98,부안군,04-09,금요일,외지인(b),21711,281.5 / WNW7.5,3.7,19.7,0.0,26.0,87.0,1021.0,1028.3
99,부안군,04-10,토요일,외지인(b),46109,290.0 / WNW8.7,5.5,18.5,0.0,33.0,92.0,1028.3,1032.4
100,부안군,04-11,일요일,외지인(b),43320,295.5 / WNW7.4,4.8,22.0,0.0,33.0,99.0,1026.5,1032.4
101,부안군,04-12,월요일,외지인(b),13720,197.0 / SSW8.4,11.4,15.5,25.4,43.0,99.0,1010.7,1027.3
102,부안군,04-13,화요일,외지인(b),14196,290.0 / WNW8.6,5.7,14.8,2.2,66.0,100.0,1010.6,1020.4
103,부안군,04-14,수요일,외지인(b),16800,290.0 / WNW7.5,2.9,13.4,0.0,42.0,91.0,1019.2,1022.2
104,부안군,04-15,목요일,외지인(b),17626,304.0 / NW6.7,2.2,18.3,0.0,24.0,92.0,1016.4,1021.9
105,부안군,04-16,금요일,외지인(b),19961,202.6 / SSW7.5,6.8,15.8,0.2,56.0,100.0,1016.1,1018.8
106,부안군,04-17,토요일,외지인(b),39785,267.3 / W12.6,6.7,16.2,0.0,29.0,100.0,1015.7,1018.3
107,부안군,04-18,일요일,외지인(b),39190,312.3 / NW10.8,5.2,14.0,0.0,44.0,92.0,1017.3,1020.2
108,부안군,04-19,월요일,외지인(b),18858,267.3 / W7.7,4.1,18.5,0.0,35.0,96.0,1017.6,1020.4
109,부안군,04-20,화요일,외지인(b),18715,290.0 / WNW7.2,5.3,21.0,0.0,34.0,96.0,1020.0,1022.7
110,부안군,04-21,수요일,외지인(b),18200,290.0 / WNW6.5,8.6,26.2,0.0,31.0,80.0,1019.5,1023.3
111,부안군,04-22,목요일,외지인(b),18379,177.3 / S9.3,12.6,27.7,0.0,24.0,76.0,1016.1,1022.1
112,부안군,04-23,금요일,외지인(b),21567,42.2 / NE10.1,16.7,27.1,0.0,25.0,56.0,1015.2,1018.9
113,부안군,04-24,토요일,외지인(b),45647,292.7 / WNW9.2,12.4,24.3,0.0,26.0,73.0,1018.3,1020.8
114,부안군,04-25,일요일,외지인(b),44660,281.5 / WNW8.7,9.6,24.0,0.0,39.0,94.0,1017.4,1021.6
115,부안군,04-26,월요일,외지인(b),19397,270.2 / W7.4,9.5,22.4,0.0,37.0,95.0,1019.5,1023.1
116,부안군,04-27,화요일,외지인(b),19170,292.7 / WNW5.9,10.7,20.5,0.0,34.0,85.0,1016.2,1022.1
117,부안군,04-28,수요일,외지인(b),19016,292.7 / WNW5.0,12.4,19.6,0.0,43.0,99.0,1013.8,1019.2
118,부안군,04-29,목요일,외지인(b),19481,199.8 / SSW17.4,11.1,19.2,2.6,50.0,86.0,1000.8,1013.7
119,부안군,04-30,금요일,외지인(b),23863,202.6 / SSW15.4,10.6,15.0,0.0,61.0,89.0,1000.5,1009.6
120,부안군,05-01,토요일,외지인(b),42238,278.6 / W11.4,9.4,13.4,4.6,62.0,99.0,1003.6,1012.2
121,부안군,05-02,일요일,외지인(b),43673,270.2 / W8.4,7.8,16.0,0.0,57.0,95.0,1012.1,1021.3
122,부안군,05-03,월요일,외지인(b),21123,281.5 / WNW6.8,6.3,20.5,0.0,36.0,98.0,1016.4,1021.3
123,부안군,05-04,화요일,외지인(b),20517,177.3 / S11.7,11.2,23.0,10.2,58.0,99.0,1003.0,1017.3
124,부안군,05-05,수요일,외지인(b),45000,270.2 / W11.1,9.6,18.7,0.0,30.0,100.0,1006.8,1019.6
125,부안군,05-06,목요일,외지인(b),22292,197.0 / SSW6.7,6.3,23.1,0.0,25.0,79.0,1012.6,1019.6
126,부안군,05-07,금요일,외지인(b),25480,258.8 / W13.4,9.4,21.1,0.0,36.0,85.0,1007.2,1012.6
127,부안군,05-08,토요일,외지인(b),49595,177.3 / S11.6,7.8,23.9,0.0,36.0,89.0,1002.0,1010.5
128,부안군,05-09,일요일,외지인(b),46379,281.5 / WNW6.5,7.8,21.1,0.0,32.0,95.0,1008.5,1013.0
129,부안군,05-10,월요일,외지인(b),16496,53.4 / NE9.8,12.3,16.6,3.9,56.0,96.0,1009.9,1016.3
130,부안군,05-11,화요일,외지인(b),15981,84.4 / E9.6,13.4,23.0,0.4,57.0,98.0,1010.2,1013.4
131,부안군,05-12,수요일,외지인(b),17847,25.2 / NNE8.4,12.8,27.9,0.0,39.0,83.0,1008.8,1012.7
132,부안군,05-13,목요일,외지인(b),19450,312.3 / NW7.3,14.0,25.9,0.0,51.0,93.0,1010.5,1013.0
133,부안군,05-14,금요일,외지인(b),23251,281.5 / WNW6.7,14.6,29.0,0.0,50.0,97.0,1009.9,1013.6
134,부안군,05-15,토요일,외지인(b),35427,211.1 / SSW7.1,19.2,27.1,1.9,68.0,99.0,1003.7,1010.0
135,부안군,05-16,일요일,외지인(b),28553,182.8 / S8.4,15.8,22.5,21.9,92.0,100.0,999.6,1005.4
136,부안군,05-17,월요일,외지인(b),16240,244.8 / WSW6.7,14.1,16.9,2.9,85.0,100.0,1003.3,1011.3
137,부안군,05-18,화요일,외지인(b),22299,290.0 / WNW6.3,13.5,22.1,0.0,64.0,100.0,1010.0,1012.9
138,부안군,05-19,수요일,외지인(b),45903,306.7 / NW5.6,12.3,26.5,0.0,35.0,100.0,1009.9,1013.5
139,부안군,05-20,목요일,외지인(b),17717,56.2 / NE8.9,14.6,18.7,4.0,68.0,100.0,1000.6,1011.6
140,부안군,05-21,금요일,외지인(b),23139,244.8 / WSW10.0,13.6,18.6,0.2,71.0,100.0,1002.7,1012.1
141,부안군,05-22,토요일,외지인(b),47397,304.0 / NW6.5,11.4,23.6,0.0,49.0,100.0,1010.6,1013.1
142,부안군,05-23,일요일,외지인(b),44534,292.7 / WNW7.0,12.2,27.7,0.0,41.0,99.0,1009.3,1013.2
143,부안군,05-24,월요일,외지인(b),19705,290.0 / WNW7.5,13.4,21.3,0.0,60.0,93.0,1008.1,1011.1
144,부안군,05-25,화요일,외지인(b),18032,267.3 / W11.0,12.4,20.0,5.6,53.0,97.0,1005.9,1011.6
145,부안군,05-26,수요일,외지인(b),18606,163.1 / SSE10.3,12.6,23.9,0.0,31.0,98.0,1005.3,1011.9
146,부안군,05-27,목요일,외지인(b),17759,244.8 / WSW9.2,12.6,19.9,0.4,66.0,100.0,1001.2,1006.6
147,부안군,05-28,금요일,외지인(b),21350,191.3 / SSW13.8,12.6,23.3,17.1,62.0,99.0,998.5,1005.8
148,부안군,05-29,토요일,외지인(b),49420,270.2 / W8.1,12.8,23.6,0.0,42.0,99.0,1005.5,1009.5
149,부안군,05-30,일요일,외지인(b),47439,188.6 / S6.5,12.7,28.0,0.3,40.0,98.0,1007.0,1010.3
150,부안군,05-31,월요일,외지인(b),18767,33.7 / NNE7.7,15.3,28.8,8.3,32.0,97.0,1008.5,1013.1
151,부안군,06-01,화요일,외지인(b),16370,290.0 / WNW9.0,16.4,27.9,0.0,37.0,91.0,1011.9,1016.1
152,부안군,06-02,수요일,외지인(b),16079,180.0 / S7.2,18.5,29.8,0.0,34.0,86.0,1010.8,1014.7
153,부안군,06-03,목요일,외지인(b),13790,334.8 / NNW5.6,17.8,21.0,15.9,73.0,100.0,1000.2,1011.3
154,부안군,06-04,금요일,외지인(b),22330,292.7 / WNW6.9,14.8,23.7,0.1,35.0,100.0,1001.9,1004.9
155,부안군,06-05,토요일,외지인(b),46785,199.8 / SSW9.4,15.1,26.4,0.0,57.0,94.0,1001.4,1004.9
156,부안군,06-06,일요일,외지인(b),45024,267.3 / W7.8,18.3,28.4,0.2,36.0,88.0,1004.7,1012.0
157,부안군,06-07,월요일,외지인(b),18970,290.0 / WNW5.2,16.7,29.0,0.0,35.0,91.0,1011.5,1015.4
158,부안군,06-08,화요일,외지인(b),16807,258.8 / W6.3,18.0,29.8,0.0,47.0,99.0,1014.1,1016.6
159,부안군,06-09,수요일,외지인(b),17686,292.7 / WNW6.4,19.4,31.7,0.0,48.0,100.0,1013.1,1016.2
160,부안군,06-10,목요일,외지인(b),17311,166.0 / SSE10.4,20.6,29.5,23.3,44.0,98.0,1008.4,1014.5
161,부안군,06-11,금요일,외지인(b),20787,177.3 / S9.7,19.7,27.0,29.8,68.0,100.0,1008.5,1012.7
162,부안군,06-12,토요일,외지인(b),43995,270.2 / W8.1,18.9,27.0,0.0,70.0,100.0,1009.9,1013.5
163,부안군,06-13,일요일,외지인(b),43015,309.6 / NW6.7,17.6,23.8,0.0,78.0,100.0,1007.1,1012.1
164,부안군,06-14,월요일,외지인(b),19558,306.7 / NW7.5,18.3,25.3,0.0,78.0,100.0,1004.9,1008.3
165,부안군,06-15,화요일,외지인(b),16653,53.4 / NE9.5,19.4,22.3,15.8,83.0,100.0,1001.7,1005.9
166,부안군,06-16,수요일,외지인(b),18228,64.6 / ENE9.1,19.3,28.5,0.9,53.0,99.0,1001.1,1006.3
167,부안군,06-17,목요일,외지인(b),18291,278.6 / W4.6,19.5,26.0,5.5,61.0,100.0,1005.3,1007.4
168,부안군,06-18,금요일,외지인(b),22985,281.5 / WNW5.9,19.3,24.1,4.5,79.0,100.0,1000.8,1005.5
169,부안군,06-19,토요일,외지인(b),47292,312.3 / NW6.7,17.7,25.8,0.0,63.0,100.0,1001.0,1003.4
170,부안군,06-20,일요일,외지인(b),44114,188.6 / S10.2,17.2,31.0,0.0,29.0,100.0,1001.4,1003.8
171,부안군,06-21,월요일,외지인(b),21844,304.0 / NW5.9,18.5,28.7,0.0,46.0,100.0,1003.1,1007.5
172,부안군,06-22,화요일,외지인(b),20535,258.8 / W10.1,17.5,27.4,0.4,53.0,99.0,1007.1,1010.2
173,부안군,06-23,수요일,외지인(b),19299,270.2 / W9.0,19.7,27.0,0.0,62.0,99.0,1009.0,1012.2
174,부안군,06-24,목요일,외지인(b),22211,278.6 / W6.5,19.1,25.8,0.0,68.0,100.0,1010.8,1012.6
175,부안군,06-25,금요일,외지인(b),27864,270.2 / W6.3,18.5,28.9,0.0,54.0,100.0,1009.4,1012.6
176,부안군,06-26,토요일,외지인(b),49389,87.1 / E6.1,20.4,29.8,0.7,44.0,100.0,1008.7,1011.9
177,부안군,06-27,일요일,외지인(b),46260,247.6 / WSW7.0,20.2,29.9,0.0,49.0,96.0,1005.5,1009.6
178,부안군,06-28,월요일,외지인(b),21361,270.2 / W6.4,21.4,29.1,0.0,51.0,94.0,1003.9,1006.5
179,부안군,06-29,화요일,외지인(b),20465,281.5 / WNW7.9,19.9,27.7,0.0,65.0,100.0,1005.1,1007.9
180,부안군,06-30,수요일,외지인(b),19912,290.0 / WNW6.3,21.0,29.4,0.0,54.0,99.0,1006.0,1008.7
181,부안군,07-01,목요일,외지인(b),18533,270.2 / W6.6,20.8,30.8,0.0,57.0,96.0,1005.0,1008.0
182,부안군,07-02,금요일,외지인(b),22666,301.2 / WNW6.0,21.6,30.7,0.0,59.0,100.0,1007.1,1010.3
183,부안군,07-03,토요일,외지인(b),33166,191.3 / SSW8.5,22.2,26.3,35.2,68.0,100.0,1000.6,1010.0
184,부안군,07-04,일요일,외지인(b),31871,191.3 / SSW14.4,21.4,25.8,1.8,82.0,100.0,1000.2,1011.2
185,부안군,07-05,월요일,외지인(b),17812,61.9 / ENE9.0,20.5,23.9,83.2,82.0,100.0,1006.7,1012.0
186,부안군,07-06,화요일,외지인(b),15099,160.3 / SSE5.2,21.0,24.8,26.8,92.0,100.0,1006.1,1009.3
187,부안군,07-07,수요일,외지인(b),14459,290.0 / WNW7.5,23.9,27.2,25.5,90.0,100.0,1005.3,1009.9
188,부안군,07-08,목요일,외지인(b),17206,247.6 / WSW10.2,22.1,27.9,5.5,78.0,100.0,1004.9,1007.1
189,부안군,07-09,금요일,외지인(b),21347,290.0 / WNW5.9,23.0,29.1,0.3,69.0,100.0,1004.8,1007.7
190,부안군,07-10,토요일,외지인(b),38308,278.6 / W10.2,22.7,31.8,0.0,62.0,100.0,1006.6,1010.8
191,부안군,07-11,일요일,외지인(b),37597,278.6 / W7.1,23.5,31.2,0.0,69.0,97.0,1009.6,1011.7
192,부안군,07-12,월요일,외지인(b),20087,168.8 / S5.1,25.1,32.5,0.0,63.0,100.0,1008.8,1011.8
193,부안군,07-13,화요일,외지인(b),19268,166.0 / SSE9.2,23.9,33.6,0.0,56.0,98.0,1009.0,1011.1
194,부안군,07-14,수요일,외지인(b),18925,123.8 / SE7.1,25.2,32.2,0.0,62.0,92.0,1011.0,1014.0
195,부안군,07-15,목요일,외지인(b),20055,270.2 / W6.7,24.0,33.1,0.0,54.0,99.0,1013.5,1015.4
196,부안군,07-16,금요일,외지인(b),24490,292.7 / WNW6.3,23.2,32.2,0.1,60.0,99.0,1012.8,1016.0
197,부안군,07-17,토요일,외지인(b),40859,278.6 / W6.8,22.1,32.1,3.9,53.0,100.0,1010.3,1014.0
198,부안군,07-18,일요일,외지인(b),40152,242.0 / WSW8.0,22.5,31.7,11.9,59.0,100.0,1009.7,1012.3
199,부안군,07-19,월요일,외지인(b),22015,349.0 / N7.5,23.3,32.4,25.6,59.0,100.0,1011.7,1014.4
200,부안군,07-20,화요일,외지인(b),22176,78.8 / E4.6,23.3,32.1,0.0,61.0,100.0,1012.8,1015.5
201,부안군,07-21,수요일,외지인(b),22201,33.7 / NNE4.8,22.6,34.3,0.0,51.0,100.0,1010.2,1014.0
202,부안군,07-22,목요일,외지인(b),23996,109.6 / ESE6.2,21.7,35.0,0.0,43.0,99.0,1009.3,1012.3
203,부안군,07-23,금요일,외지인(b),27573,292.7 / WNW4.9,23.6,33.6,0.0,45.0,100.0,1007.7,1010.8
204,부안군,07-24,토요일,외지인(b),44552,112.5 / ESE5.4,24.9,34.3,0.0,49.0,93.0,1006.6,1009.4
205,부안군,07-25,일요일,외지인(b),43747,56.2 / NE7.4,24.1,34.6,0.0,45.0,94.0,1004.7,1007.5
206,부안군,07-26,월요일,외지인(b),26313,112.5 / ESE6.7,24.6,34.4,0.0,44.0,89.0,1002.8,1006.0
207,부안군,07-27,화요일,외지인(b),25445,278.6 / W6.1,22.9,34.0,0.0,49.0,97.0,1001.4,1004.5
208,부안군,07-28,수요일,외지인(b),25925,301.2 / WNW5.3,24.0,32.8,0.4,54.0,99.0,1001.3,1004.4
209,부안군,07-29,목요일,외지인(b),28945,334.8 / NNW6.1,24.8,32.4,0.0,58.0,99.0,1001.2,1004.1
210,부안군,07-30,금요일,외지인(b),34398,166.0 / SSE6.9,23.6,33.2,4.4,52.0,100.0,999.6,1002.4
211,부안군,07-31,토요일,외지인(b),53613,270.2 / W5.9,25.0,32.4,0.0,59.0,100.0,1000.2,1002.3
212,부안군,08-01,일요일,외지인(b),51716,270.2 / W10.9,24.3,30.6,28.2,71.0,100.0,999.3,1001.9
213,부안군,08-02,월요일,외지인(b),36796,188.6 / S10.4,23.3,28.8,32.7,77.0,100.0,1001.3,1007.4
